Nodo,Stage,Probability,Gamma,Wealth,stock1,stock2,bond,money
n1151,10,0.0010,1.500000,355769.21,88942.302091,88942.302091,88942.302091,88942.302091
n1152,10,0.0010,1.500000,375069.24,93767.309837,93767.309837,93767.309837,93767.309837
n1153,10,0.0010,1.500000,411869.91,102967.477861,102967.477861,102967.477861,102967.477861
n1154,10,0.0010,1.500000,405264.37,101316.093451,101316.093451,101316.093451,101316.093451
n1155,10,0.0010,1.500000,337590.29,84397.573450,84397.573450,84397.573450,84397.573450
n1156,10,0.0010,1.500000,347116.35,86779.088481,86779.088481,86779.088481,86779.088481
n1157,10,0.0010,1.500000,313448.08,78362.018801,78362.018801,78362.018801,78362.018801
n1158,10,0.0010,1.500000,325379.22,81344.806111,81344.806111,81344.806111,81344.806111
n1159,10,0.0010,1.500000,528030.84,132007.711112,132007.711112,132007.711112,132007.711112
n1160,10,0.0010,1.500000,526091.61,131522.902560,131522.902560,131522.902560,131522.902560
n1161,10,0.0010,1.500000,469120.09,117280.023556,117280.023556,117280.023556,117280.023556
n1162,10,0.0010,1.500000,505161.56,126290.390644,126290.390644,126290.390644,126290.390644
n1163,10,0.0010,1.500000,298315.86,74578.965842,74578.965842,74578.965842,74578.965842
n1164,10,0.0010,1.500000,308285.05,77071.263349,77071.263349,77071.263349,77071.263349
n1165,10,0.0010,1.500000,394521.68,98630.420794,98630.420794,98630.420794,98630.420794
n1166,10,0.0010,1.500000,288048.53,72012.131862,72012.131862,72012.131862,72012.131862
n1167,10,0.0010,1.500000,467716.35,116929.087120,116929.087120,116929.087120,116929.087120
n1168,10,0.0010,1.500000,423691.57,105922.892435,105922.892435,105922.892435,105922.892435
n1169,10,0.0010,1.500000,435429.71,108857.428510,108857.428510,108857.428510,108857.428510
n1170,10,0.0010,1.500000,407773.17,101943.291410,101943.291410,101943.291410,101943.291410
n1171,10,0.0010,1.500000,442027.47,110506.868316,110506.868316,110506.868316,110506.868316
n1172,10,0.0010,1.500000,613785.12,153446.280459,153446.280459,153446.280459,153446.280459
n1173,10,0.0010,1.500000,539669.61,134917.402437,134917.402437,134917.402437,134917.402437
n1174,10,0.0010,1.500000,496036.68,124009.170760,124009.170760,124009.170760,124009.170760
n1175,10,0.0010,1.500000,614654.74,153663.685311,153663.685311,153663.685311,153663.685311
n1176,10,0.0010,1.500000,677804.47,169451.118295,169451.118295,169451.118295,169451.118295
n1177,10,0.0010,1.500000,693890.89,173472.722627,173472.722627,173472.722627,173472.722627
n1178,10,0.0010,1.500000,699167.08,174791.769306,174791.769306,174791.769306,174791.769306
n1179,10,0.0010,1.500000,701409.42,175352.356033,175352.356033,175352.356033,175352.356033
n1180,10,0.0010,1.500000,625802.48,156450.619338,156450.619338,156450.619338,156450.619338
n1181,10,0.0010,1.500000,639341.50,159835.373881,159835.373881,159835.373881,159835.373881
n1182,10,0.0010,1.500000,670114.69,167528.672822,167528.672822,167528.672822,167528.672822
n1183,10,0.0010,1.500000,328023.42,82005.854288,82005.854288,82005.854288,82005.854288
n1184,10,0.0010,1.500000,333185.78,83296.445911,83296.445911,83296.445911,83296.445911
n1185,10,0.0010,1.500000,423773.29,105943.321370,105943.321370,105943.321370,105943.321370
n1186,10,0.0010,1.500000,415178.83,103794.706727,103794.706727,103794.706727,103794.706727
n1187,10,0.0010,1.500000,387283.75,96820.937068,96820.937068,96820.937068,96820.937068
n1188,10,0.0010,1.500000,344986.13,86246.532211,86246.532211,86246.532211,86246.532211
n1189,10,0.0010,1.500000,478396.87,119599.218002,119599.218002,119599.218002,119599.218002
n1190,10,0.0010,1.500000,497595.72,124398.930163,124398.930163,124398.930163,124398.930163
n1191,10,0.0010,1.500000,361394.13,90348.532578,90348.532578,90348.532578,90348.532578
n1192,10,0.0010,1.500000,347771.19,86942.798357,86942.798357,86942.798357,86942.798357
n1193,10,0.0010,1.500000,351998.62,87999.654695,87999.654695,87999.654695,87999.654695
n1194,10,0.0010,1.500000,350950.24,87737.559199,87737.559199,87737.559199,87737.559199
n1195,10,0.0010,1.500000,488797.28,122199.320633,122199.320633,122199.320633,122199.320633
n1196,10,0.0010,1.500000,487818.29,121954.572821,121954.572821,121954.572821,121954.572821
n1197,10,0.0010,1.500000,408233.78,102058.445840,102058.445840,102058.445840,102058.445840
n1198,10,0.0010,1.500000,410826.30,102706.574896,102706.574896,102706.574896,102706.574896
n1199,10,0.0010,1.500000,360316.84,90079.208853,90079.208853,90079.208853,90079.208853
n1200,10,0.0010,1.500000,396109.68,99027.420686,99027.420686,99027.420686,99027.420686
n1201,10,0.0010,1.500000,320367.61,80091.902824,80091.902824,80091.902824,80091.902824
n1202,10,0.0010,1.500000,328519.12,82129.779988,82129.779988,82129.779988,82129.779988
n1203,10,0.0010,1.500000,274894.03,68723.506504,68723.506504,68723.506504,68723.506504
n1204,10,0.0010,1.500000,277698.37,69424.592303,69424.592303,69424.592303,69424.592303
n1205,10,0.0010,1.500000,328604.86,82151.215457,82151.215457,82151.215457,82151.215457
n1206,10,0.0010,1.500000,308894.86,77223.716193,77223.716193,77223.716193,77223.716193
n1207,10,0.0010,1.500000,344882.94,86220.734805,86220.734805,86220.734805,86220.734805
n1208,10,0.0010,1.500000,290317.93,72579.482692,72579.482692,72579.482692,72579.482692
n1209,10,0.0010,1.500000,427785.68,106946.420849,106946.420849,106946.420849,106946.420849
n1210,10,0.0010,1.500000,464893.96,116223.489014,116223.489014,116223.489014,116223.489014
n1211,10,0.0010,1.500000,419767.88,104941.970299,104941.970299,104941.970299,104941.970299
n1212,10,0.0010,1.500000,469743.50,117435.874341,117435.874341,117435.874341,117435.874341
n1213,10,0.0010,1.500000,332802.44,83200.610309,83200.610309,83200.610309,83200.610309
n1214,10,0.0010,1.500000,321697.65,80424.412922,80424.412922,80424.412922,80424.412922
n1215,10,0.0010,1.500000,283717.19,70929.297789,70929.297789,70929.297789,70929.297789
n1216,10,0.0010,1.500000,282824.65,70706.163208,70706.163208,70706.163208,70706.163208
n1217,10,0.0010,1.500000,314113.02,78528.255805,78528.255805,78528.255805,78528.255805
n1218,10,0.0010,1.500000,321484.58,80371.145469,80371.145469,80371.145469,80371.145469
n1219,10,0.0010,1.500000,331577.95,82894.486678,82894.486678,82894.486678,82894.486678
n1220,10,0.0010,1.500000,243094.08,60773.519096,60773.519096,60773.519096,60773.519096
n1221,10,0.0010,1.500000,278333.21,69583.303084,69583.303084,69583.303084,69583.303084
n1222,10,0.0010,1.500000,252557.74,63139.434798,63139.434798,63139.434798,63139.434798
n1223,10,0.0010,1.500000,379112.47,94778.117759,94778.117759,94778.117759,94778.117759
n1224,10,0.0010,1.500000,413771.34,103442.833943,103442.833943,103442.833943,103442.833943
n1225,10,0.0010,1.500000,245774.80,61443.700048,61443.700048,61443.700048,61443.700048
n1226,10,0.0010,1.500000,243980.36,60995.090907,60995.090907,60995.090907,60995.090907
n1227,10,0.0010,1.500000,199974.40,49993.599402,49993.599402,49993.599402,49993.599402
n1228,10,0.0010,1.500000,213780.56,53445.141030,53445.141030,53445.141030,53445.141030
n1229,10,0.0010,1.500000,301344.95,75336.236988,75336.236988,75336.236988,75336.236988
n1230,10,0.0010,1.500000,244670.29,61167.573022,61167.573022,61167.573022,61167.573022
n1231,10,0.0010,1.500000,215349.26,53837.314589,53837.314589,53837.314589,53837.314589
n1232,10,0.0010,1.500000,248669.27,62167.316537,62167.316537,62167.316537,62167.316537
n1233,10,0.0010,1.500000,176026.34,44006.584981,44006.584981,44006.584981,44006.584981
n1234,10,0.0010,1.500000,147838.77,36959.692977,36959.692977,36959.692977,36959.692977
n1235,10,0.0010,1.500000,169164.15,42291.037865,42291.037865,42291.037865,42291.037865
n1236,10,0.0010,1.500000,173746.38,43436.594909,43436.594909,43436.594909,43436.594909
n1237,10,0.0010,1.500000,234742.77,58685.693155,58685.693155,58685.693155,58685.693155
n1238,10,0.0010,1.500000,212184.77,53046.192611,53046.192611,53046.192611,53046.192611
n1239,10,0.0010,1.500000,181514.73,45378.682705,45378.682705,45378.682705,45378.682705
n1240,10,0.0010,1.500000,164650.93,41162.733258,41162.733258,41162.733258,41162.733258
n1241,10,0.0010,1.500000,205289.68,51322.421210,51322.421210,51322.421210,51322.421210
n1242,10,0.0010,1.500000,191357.25,47839.311737,47839.311737,47839.311737,47839.311737
n1243,10,0.0010,1.500000,204513.18,51128.294404,51128.294404,51128.294404,51128.294404
n1244,10,0.0010,1.500000,225446.01,56361.501340,56361.501340,56361.501340,56361.501340
n1245,10,0.0010,1.500000,200240.69,50060.172074,50060.172074,50060.172074,50060.172074
n1246,10,0.0010,1.500000,202765.89,50691.472712,50691.472712,50691.472712,50691.472712
n1247,10,0.0010,1.500000,381835.10,95458.773898,95458.773898,95458.773898,95458.773898
n1248,10,0.0010,1.500000,365429.28,91357.319528,91357.319528,91357.319528,91357.319528
n1249,10,0.0010,1.500000,414649.36,103662.339658,103662.339658,103662.339658,103662.339658
n1250,10,0.0010,1.500000,328400.09,82100.023168,82100.023168,82100.023168,82100.023168
n1251,10,0.0010,1.500000,373399.44,93349.860550,93349.860550,93349.860550,93349.860550
n1252,10,0.0010,1.500000,351236.66,87809.164120,87809.164120,87809.164120,87809.164120
n1253,10,0.0010,1.500000,391092.14,97773.036108,97773.036108,97773.036108,97773.036108
n1254,10,0.0010,1.500000,487092.69,121773.173434,121773.173434,121773.173434,121773.173434
n1255,10,0.0010,1.500000,325348.36,81337.089984,81337.089984,81337.089984,81337.089984
n1256,10,0.0010,1.500000,287449.78,71862.444164,71862.444164,71862.444164,71862.444164
n1257,10,0.0010,1.500000,323614.56,80903.640085,80903.640085,80903.640085,80903.640085
n1258,10,0.0010,1.500000,309512.51,77378.127992,77378.127992,77378.127992,77378.127992
n1259,10,0.0010,1.500000,302266.23,75566.556363,75566.556363,75566.556363,75566.556363
n1260,10,0.0010,1.500000,293813.45,73453.361923,73453.361923,73453.361923,73453.361923
n1261,10,0.0010,1.500000,321073.83,80268.458536,80268.458536,80268.458536,80268.458536
n1262,10,0.0010,1.500000,285055.14,71263.784316,71263.784316,71263.784316,71263.784316
n1263,10,0.0010,1.500000,327204.29,81801.071485,81801.071485,81801.071485,81801.071485
n1264,10,0.0010,1.500000,304294.61,76073.652670,76073.652670,76073.652670,76073.652670
n1265,10,0.0010,1.500000,476603.73,119150.932684,119150.932684,119150.932684,119150.932684
n1266,10,0.0010,1.500000,464517.81,116129.451905,116129.451905,116129.451905,116129.451905
n1267,10,0.0010,1.500000,330940.38,82735.094254,82735.094254,82735.094254,82735.094254
n1268,10,0.0010,1.500000,315169.76,78792.441040,78792.441040,78792.441040,78792.441040
n1269,10,0.0010,1.500000,318251.22,79562.803848,79562.803848,79562.803848,79562.803848
n1270,10,0.0010,1.500000,315909.61,78977.401748,78977.401748,78977.401748,78977.401748
n1271,10,0.0010,1.500000,354995.81,88748.952828,88748.952828,88748.952828,88748.952828
n1272,10,0.0010,1.500000,378786.06,94696.514446,94696.514446,94696.514446,94696.514446
n1273,10,0.0010,1.500000,348221.48,87055.370634,87055.370634,87055.370634,87055.370634
n1274,10,0.0010,1.500000,331954.59,82988.647614,82988.647614,82988.647614,82988.647614
n1275,10,0.0010,1.500000,335349.97,83837.492750,83837.492750,83837.492750,83837.492750
n1276,10,0.0010,1.500000,340751.47,85187.868130,85187.868130,85187.868130,85187.868130
n1277,10,0.0010,1.500000,290556.58,72639.144365,72639.144365,72639.144365,72639.144365
n1278,10,0.0010,1.500000,301863.68,75465.919597,75465.919597,75465.919597,75465.919597
n1279,10,0.0010,1.500000,336232.05,84058.013421,84058.013421,84058.013421,84058.013421
n1280,10,0.0010,1.500000,371011.63,92752.906303,92752.906303,92752.906303,92752.906303
n1281,10,0.0010,1.500000,250155.47,62538.868639,62538.868639,62538.868639,62538.868639
n1282,10,0.0010,1.500000,338853.72,84713.429619,84713.429619,84713.429619,84713.429619
n1283,10,0.0010,1.500000,300427.46,75106.864258,75106.864258,75106.864258,75106.864258
n1284,10,0.0010,1.500000,321710.71,80427.678098,80427.678098,80427.678098,80427.678098
n1285,10,0.0010,1.500000,316444.69,79111.173713,79111.173713,79111.173713,79111.173713
n1286,10,0.0010,1.500000,294895.20,73723.800682,73723.800682,73723.800682,73723.800682
n1287,10,0.0010,1.500000,328162.67,82040.668048,82040.668048,82040.668048,82040.668048
n1288,10,0.0010,1.500000,296009.30,74002.325409,74002.325409,74002.325409,74002.325409
n1289,10,0.0010,1.500000,346493.83,86623.458611,86623.458611,86623.458611,86623.458611
n1290,10,0.0010,1.500000,270050.31,67512.578658,67512.578658,67512.578658,67512.578658
n1291,10,0.0010,1.500000,296171.60,74042.898992,74042.898992,74042.898992,74042.898992
n1292,10,0.0010,1.500000,403461.96,100865.490240,100865.490240,100865.490240,100865.490240
n1293,10,0.0010,1.500000,240634.58,60158.645106,60158.645106,60158.645106,60158.645106
n1294,10,0.0010,1.500000,222949.22,55737.305659,55737.305659,55737.305659,55737.305659
n1295,10,0.0010,1.500000,277873.97,69468.493009,69468.493009,69468.493009,69468.493009
n1296,10,0.0010,1.500000,339550.65,84887.662560,84887.662560,84887.662560,84887.662560
n1297,10,0.0010,1.500000,288797.80,72199.451093,72199.451093,72199.451093,72199.451093
n1298,10,0.0010,1.500000,287181.17,71795.292057,71795.292057,71795.292057,71795.292057
n1299,10,0.0010,1.500000,262373.93,65593.482611,65593.482611,65593.482611,65593.482611
n1300,10,0.0010,1.500000,203711.81,50927.952104,50927.952104,50927.952104,50927.952104
n1301,10,0.0010,1.500000,234146.92,58536.730478,58536.730478,58536.730478,58536.730478
n1302,10,0.0010,1.500000,258519.95,64629.986915,64629.986915,64629.986915,64629.986915
n1303,10,0.0010,1.500000,290853.92,72713.478937,72713.478937,72713.478937,72713.478937
n1304,10,0.0010,1.500000,285866.86,71466.714344,71466.714344,71466.714344,71466.714344
n1305,10,0.0010,1.500000,236171.78,59042.944412,59042.944412,59042.944412,59042.944412
n1306,10,0.0010,1.500000,260297.75,65074.438050,65074.438050,65074.438050,65074.438050
n1307,10,0.0010,1.500000,302853.11,75713.277983,75713.277983,75713.277983,75713.277983
n1308,10,0.0010,1.500000,355965.37,88991.342042,88991.342042,88991.342042,88991.342042
n1309,10,0.0010,1.500000,314027.30,78506.824142,78506.824142,78506.824142,78506.824142
n1310,10,0.0010,1.500000,299531.23,74882.807435,74882.807435,74882.807435,74882.807435
n1311,10,0.0010,1.500000,352592.11,88148.027178,88148.027178,88148.027178,88148.027178
n1312,10,0.0010,1.500000,321904.74,80476.184660,80476.184660,80476.184660,80476.184660
n1313,10,0.0010,1.500000,308195.29,77048.823377,77048.823377,77048.823377,77048.823377
n1314,10,0.0010,1.500000,297883.55,74470.887047,74470.887047,74470.887047,74470.887047
n1315,10,0.0010,1.500000,322122.92,80530.730514,80530.730514,80530.730514,80530.730514
n1316,10,0.0010,1.500000,330869.75,82717.436387,82717.436387,82717.436387,82717.436387
n1317,10,0.0010,1.500000,351688.86,87922.213886,87922.213886,87922.213886,87922.213886
n1318,10,0.0010,1.500000,301990.20,75497.549831,75497.549831,75497.549831,75497.549831
n1319,10,0.0010,1.500000,310689.10,77672.276151,77672.276151,77672.276151,77672.276151
n1320,10,0.0010,1.500000,311242.12,77810.529986,77810.529986,77810.529986,77810.529986
n1321,10,0.0010,1.500000,404263.19,101065.798558,101065.798558,101065.798558,101065.798558
n1322,10,0.0010,1.500000,332705.88,83176.469617,83176.469617,83176.469617,83176.469617
n1323,10,0.0010,1.500000,328452.52,82113.130393,82113.130393,82113.130393,82113.130393
n1324,10,0.0010,1.500000,282736.31,70684.076667,70684.076667,70684.076667,70684.076667
n1325,10,0.0010,1.500000,387073.92,96768.479486,96768.479486,96768.479486,96768.479486
n1326,10,0.0010,1.500000,363655.96,90913.990424,90913.990424,90913.990424,90913.990424
n1327,10,0.0010,1.500000,298547.63,74636.908154,74636.908154,74636.908154,74636.908154
n1328,10,0.0010,1.500000,288879.62,72219.904021,72219.904021,72219.904021,72219.904021
n1329,10,0.0010,1.500000,199785.11,49946.277289,49946.277289,49946.277289,49946.277289
n1330,10,0.0010,1.500000,195039.59,48759.897691,48759.897691,48759.897691,48759.897691
n1331,10,0.0010,1.500000,268782.25,67195.563665,67195.563665,67195.563665,67195.563665
n1332,10,0.0010,1.500000,261216.10,65304.024634,65304.024634,65304.024634,65304.024634
n1333,10,0.0010,1.500000,287690.99,71922.748029,71922.748029,71922.748029,71922.748029
n1334,10,0.0010,1.500000,301972.19,75493.047830,75493.047830,75493.047830,75493.047830
n1335,10,0.0010,1.500000,244210.48,61052.618847,61052.618847,61052.618847,61052.618847
n1336,10,0.0010,1.500000,280240.58,70060.146116,70060.146116,70060.146116,70060.146116
n1337,10,0.0010,1.500000,318474.86,79618.714032,79618.714032,79618.714032,79618.714032
n1338,10,0.0010,1.500000,285368.90,71342.223944,71342.223944,71342.223944,71342.223944
n1339,10,0.0010,1.500000,326824.97,81706.243132,81706.243132,81706.243132,81706.243132
n1340,10,0.0010,1.500000,348865.40,87216.350563,87216.350563,87216.350563,87216.350563
n1341,10,0.0010,1.500000,417401.64,104350.410290,104350.410290,104350.410290,104350.410290
n1342,10,0.0010,1.500000,457631.60,114407.899209,114407.899209,114407.899209,114407.899209
n1343,10,0.0010,1.500000,306692.74,76673.185333,76673.185333,76673.185333,76673.185333
n1344,10,0.0010,1.500000,307208.04,76802.008844,76802.008844,76802.008844,76802.008844
n1345,10,0.0010,1.500000,338036.45,84509.112989,84509.112989,84509.112989,84509.112989
n1346,10,0.0010,1.500000,263539.53,65884.883645,65884.883645,65884.883645,65884.883645
n1347,10,0.0010,1.500000,266266.00,66566.499945,66566.499945,66566.499945,66566.499945
n1348,10,0.0010,1.500000,297455.09,74363.771694,74363.771694,74363.771694,74363.771694
n1349,10,0.0010,1.500000,244049.46,61012.365361,61012.365361,61012.365361,61012.365361
n1350,10,0.0010,1.500000,274133.17,68533.292531,68533.292531,68533.292531,68533.292531
n1351,10,0.0010,1.500000,243151.64,60787.910942,60787.910942,60787.910942,60787.910942
n1352,10,0.0010,1.500000,191689.14,47922.285997,47922.285997,47922.285997,47922.285997
n1353,10,0.0010,1.500000,240927.21,60231.801506,60231.801506,60231.801506,60231.801506
n1354,10,0.0010,1.500000,206122.30,51530.574900,51530.574900,51530.574900,51530.574900
n1355,10,0.0010,1.500000,203504.96,50876.240362,50876.240362,50876.240362,50876.240362
n1356,10,0.0010,1.500000,237309.15,59327.286549,59327.286549,59327.286549,59327.286549
n1357,10,0.0010,1.500000,215943.30,53985.826155,53985.826155,53985.826155,53985.826155
n1358,10,0.0010,1.500000,227232.15,56808.038396,56808.038396,56808.038396,56808.038396
n1359,10,0.0010,1.500000,252175.42,63043.855573,63043.855573,63043.855573,63043.855573
n1360,10,0.0010,1.500000,210842.93,52710.732599,52710.732599,52710.732599,52710.732599
n1361,10,0.0010,1.500000,259899.07,64974.767418,64974.767418,64974.767418,64974.767418
n1362,10,0.0010,1.500000,226580.70,56645.174757,56645.174757,56645.174757,56645.174757
n1363,10,0.0010,1.500000,261845.65,65461.411941,65461.411941,65461.411941,65461.411941
n1364,10,0.0010,1.500000,291895.96,72973.990426,72973.990426,72973.990426,72973.990426
n1365,10,0.0010,1.500000,315947.68,78986.919583,78986.919583,78986.919583,78986.919583
n1366,10,0.0010,1.500000,267216.60,66804.151130,66804.151130,66804.151130,66804.151130
n1367,10,0.0010,1.500000,205839.67,51459.917613,51459.917613,51459.917613,51459.917613
n1368,10,0.0010,1.500000,199218.10,49804.524654,49804.524654,49804.524654,49804.524654
n1369,10,0.0010,1.500000,251085.49,62771.371633,62771.371633,62771.371633,62771.371633
n1370,10,0.0010,1.500000,220228.86,55057.214356,55057.214356,55057.214356,55057.214356
n1371,10,0.0010,1.500000,200920.73,50230.183514,50230.183514,50230.183514,50230.183514
n1372,10,0.0010,1.500000,226788.43,56697.107723,56697.107723,56697.107723,56697.107723
n1373,10,0.0010,1.500000,226652.21,56663.051286,56663.051286,56663.051286,56663.051286
n1374,10,0.0010,1.500000,214676.60,53669.149980,53669.149980,53669.149980,53669.149980
n1375,10,0.0010,1.500000,179540.46,44885.115784,44885.115784,44885.115784,44885.115784
n1376,10,0.0010,1.500000,179171.30,44792.825370,44792.825370,44792.825370,44792.825370
n1377,10,0.0010,1.500000,231067.51,57766.876666,57766.876666,57766.876666,57766.876666
n1378,10,0.0010,1.500000,198745.45,49686.361899,49686.361899,49686.361899,49686.361899
n1379,10,0.0010,1.500000,172787.01,43196.753536,43196.753536,43196.753536,43196.753536
n1380,10,0.0010,1.500000,207267.66,51816.915186,51816.915186,51816.915186,51816.915186
n1381,10,0.0010,1.500000,217908.76,54477.189471,54477.189471,54477.189471,54477.189471
n1382,10,0.0010,1.500000,229120.67,57280.166773,57280.166773,57280.166773,57280.166773
n1383,10,0.0010,1.500000,185211.71,46302.926818,46302.926818,46302.926818,46302.926818
n1384,10,0.0010,1.500000,187468.54,46867.134430,46867.134430,46867.134430,46867.134430
n1385,10,0.0010,1.500000,169183.06,42295.764120,42295.764120,42295.764120,42295.764120
n1386,10,0.0010,1.500000,151625.05,37906.263132,37906.263132,37906.263132,37906.263132
n1387,10,0.0010,1.500000,230781.84,57695.459042,57695.459042,57695.459042,57695.459042
n1388,10,0.0010,1.500000,242580.27,60645.068179,60645.068179,60645.068179,60645.068179
n1389,10,0.0010,1.500000,238715.50,59678.874468,59678.874468,59678.874468,59678.874468
n1390,10,0.0010,1.500000,266674.96,66668.740079,66668.740079,66668.740079,66668.740079
n1391,10,0.0010,1.500000,168595.24,42148.810279,42148.810279,42148.810279,42148.810279
n1392,10,0.0010,1.500000,180645.48,45161.370184,45161.370184,45161.370184,45161.370184
n1393,10,0.0010,1.500000,211399.41,52849.851867,52849.851867,52849.851867,52849.851867
n1394,10,0.0010,1.500000,198940.36,49735.091100,49735.091100,49735.091100,49735.091100
n1395,10,0.0010,1.500000,259595.78,64898.944566,64898.944566,64898.944566,64898.944566
n1396,10,0.0010,1.500000,254163.53,63540.881320,63540.881320,63540.881320,63540.881320
n1397,10,0.0010,1.500000,235978.31,58994.576778,58994.576778,58994.576778,58994.576778
n1398,10,0.0010,1.500000,244256.99,61064.246928,61064.246928,61064.246928,61064.246928
n1399,10,0.0010,1.500000,292484.57,73121.143436,73121.143436,73121.143436,73121.143436
n1400,10,0.0010,1.500000,314630.49,78657.623101,78657.623101,78657.623101,78657.623101
n1401,10,0.0010,1.500000,253620.44,63405.111065,63405.111065,63405.111065,63405.111065
n1402,10,0.0010,1.500000,239317.95,59829.488018,59829.488018,59829.488018,59829.488018
n1403,10,0.0010,1.500000,217707.77,54426.943411,54426.943411,54426.943411,54426.943411
n1404,10,0.0010,1.500000,254035.12,63508.778951,63508.778951,63508.778951,63508.778951
n1405,10,0.0010,1.500000,260812.98,65203.244771,65203.244771,65203.244771,65203.244771
n1406,10,0.0010,1.500000,228427.95,57106.987167,57106.987167,57106.987167,57106.987167
n1407,10,0.0010,1.500000,282990.87,70747.717732,70747.717732,70747.717732,70747.717732
n1408,10,0.0010,1.500000,292116.02,73029.005130,73029.005130,73029.005130,73029.005130
n1409,10,0.0010,1.500000,270161.34,67540.336152,67540.336152,67540.336152,67540.336152
n1410,10,0.0010,1.500000,289088.29,72272.073285,72272.073285,72272.073285,72272.073285
n1411,10,0.0010,1.500000,292432.51,73108.127196,73108.127196,73108.127196,73108.127196
n1412,10,0.0010,1.500000,281485.14,70371.286156,70371.286156,70371.286156,70371.286156
n1413,10,0.0010,1.500000,248389.39,62097.348632,62097.348632,62097.348632,62097.348632
n1414,10,0.0010,1.500000,250225.51,62556.378077,62556.378077,62556.378077,62556.378077
n1415,10,0.0010,1.500000,237707.08,59426.771021,59426.771021,59426.771021,59426.771021
n1416,10,0.0010,1.500000,244014.27,61003.567458,61003.567458,61003.567458,61003.567458
n1417,10,0.0010,1.500000,227735.21,56933.802265,56933.802265,56933.802265,56933.802265
n1418,10,0.0010,1.500000,245527.55,61381.887073,61381.887073,61381.887073,61381.887073
n1419,10,0.0010,1.500000,274507.20,68626.799508,68626.799508,68626.799508,68626.799508
n1420,10,0.0010,1.500000,266501.23,66625.307760,66625.307760,66625.307760,66625.307760
n1421,10,0.0010,1.500000,234635.70,58658.924249,58658.924249,58658.924249,58658.924249
n1422,10,0.0010,1.500000,230359.65,57589.913468,57589.913468,57589.913468,57589.913468
n1423,10,0.0010,1.500000,198324.96,49581.241206,49581.241206,49581.241206,49581.241206
n1424,10,0.0010,1.500000,227855.21,56963.802156,56963.802156,56963.802156,56963.802156
n1425,10,0.0010,1.500000,195213.00,48803.251248,48803.251248,48803.251248,48803.251248
n1426,10,0.0010,1.500000,198157.44,49539.359828,49539.359828,49539.359828,49539.359828
n1427,10,0.0010,1.500000,195249.23,48812.307843,48812.307843,48812.307843,48812.307843
n1428,10,0.0010,1.500000,198163.34,49540.835165,49540.835165,49540.835165,49540.835165
n1429,10,0.0010,1.500000,198747.95,49686.986431,49686.986431,49686.986431,49686.986431
n1430,10,0.0010,1.500000,207204.31,51801.077303,51801.077303,51801.077303,51801.077303
n1431,10,0.0010,1.500000,165558.64,41389.660702,41389.660702,41389.660702,41389.660702
n1432,10,0.0010,1.500000,193436.52,48359.129599,48359.129599,48359.129599,48359.129599
n1433,10,0.0010,1.500000,170256.67,42564.166935,42564.166935,42564.166935,42564.166935
n1434,10,0.0010,1.500000,185439.35,46359.836783,46359.836783,46359.836783,46359.836783
n1435,10,0.0010,1.500000,327220.52,81805.130695,81805.130695,81805.130695,81805.130695
n1436,10,0.0010,1.500000,338930.46,84732.615562,84732.615562,84732.615562,84732.615562
n1437,10,0.0010,1.500000,230362.50,57590.625370,57590.625370,57590.625370,57590.625370
n1438,10,0.0010,1.500000,222726.53,55681.632746,55681.632746,55681.632746,55681.632746
n1439,10,0.0010,1.500000,201210.84,50302.709557,50302.709557,50302.709557,50302.709557
n1440,10,0.0010,1.500000,193780.01,48445.003360,48445.003360,48445.003360,48445.003360
n1441,10,0.0010,1.500000,235071.59,58767.896254,58767.896254,58767.896254,58767.896254
n1442,10,0.0010,1.500000,215118.38,53779.595711,53779.595711,53779.595711,53779.595711
n1443,10,0.0010,1.500000,237902.85,59475.712625,59475.712625,59475.712625,59475.712625
n1444,10,0.0010,1.500000,240167.17,60041.792596,60041.792596,60041.792596,60041.792596
n1445,10,0.0010,1.500000,269151.19,67287.798578,67287.798578,67287.798578,67287.798578
n1446,10,0.0010,1.500000,243199.20,60799.800913,60799.800913,60799.800913,60799.800913
n1447,10,0.0010,1.500000,204708.89,51177.221987,51177.221987,51177.221987,51177.221987
n1448,10,0.0010,1.500000,217784.45,54446.111638,54446.111638,54446.111638,54446.111638
n1449,10,0.0010,1.500000,186306.20,46576.549311,46576.549311,46576.549311,46576.549311
n1450,10,0.0010,1.500000,155667.97,38916.991755,38916.991755,38916.991755,38916.991755
n1451,10,0.0010,1.500000,181591.79,45397.948396,45397.948396,45397.948396,45397.948396
n1452,10,0.0010,1.500000,170819.12,42704.780198,42704.780198,42704.780198,42704.780198
n1453,10,0.0010,1.500000,238520.22,59630.055058,59630.055058,59630.055058,59630.055058
n1454,10,0.0010,1.500000,179027.44,44756.860601,44756.860601,44756.860601,44756.860601
n1455,10,0.0010,1.500000,318078.17,79519.543637,79519.543637,79519.543637,79519.543637
n1456,10,0.0010,1.500000,325949.24,81487.310142,81487.310142,81487.310142,81487.310142
n1457,10,0.0010,1.500000,352317.30,88079.324563,88079.324563,88079.324563,88079.324563
n1458,10,0.0010,1.500000,301973.19,75493.298634,75493.298634,75493.298634,75493.298634
n1459,10,0.0010,1.500000,392023.78,98005.945394,98005.945394,98005.945394,98005.945394
n1460,10,0.0010,1.500000,357220.34,89305.086153,89305.086153,89305.086153,89305.086153
