Nodo,Stage,Probability,Gamma,Wealth,stock1,stock2,bond,money
n275,8,0.0039,1.500000,176199.41,37669.066304,37088.315113,49019.354644,52422.677709
n276,8,0.0039,1.500000,186740.28,47290.312104,44881.604569,46220.107946,48348.257939
n277,8,0.0039,1.500000,173066.74,42406.730541,42239.906490,43707.881885,44712.219124
n278,8,0.0039,1.500000,177877.10,46886.895768,42452.011409,43875.150170,44663.043911
n279,8,0.0039,1.500000,186152.95,38750.016186,44580.155778,49581.670443,53241.104651
n280,8,0.0039,1.500000,187851.94,37008.557285,37993.367728,60203.376023,52646.639975
n281,8,0.0039,1.500000,171807.58,41188.393019,42200.584567,44468.144665,43950.459449
n282,8,0.0039,1.500000,184655.15,33024.806415,42328.379939,54284.327750,55017.639684
n283,8,0.0039,1.500000,157720.52,38181.280871,38677.659717,40336.566088,40525.015538
n284,8,0.0039,1.500000,150372.51,41894.871018,25456.649097,41715.739268,41305.253100
n285,8,0.0039,1.500000,185870.63,35777.751888,45572.968246,47562.392797,56957.520305
n286,8,0.0039,1.500000,177237.17,41429.942043,45429.685337,45467.228645,44910.311919
n287,8,0.0039,1.500000,180563.01,45080.197519,45835.246527,43564.285077,46083.279900
n288,8,0.0039,1.500000,176716.00,42333.960739,42048.188509,45184.949263,47148.897771
n289,8,0.0039,1.500000,180543.69,32413.593412,44094.866130,50448.448242,53586.778159
n290,8,0.0039,1.500000,172521.22,43268.491451,42556.623168,42346.654731,44349.451176
n291,8,0.0039,1.500000,192437.73,46388.384678,48475.526065,47579.215035,49994.601655
n292,8,0.0039,1.500000,204653.58,48273.382692,48652.761345,52197.044126,55530.390919
n293,8,0.0039,1.500000,202224.67,43140.630986,44955.659227,59571.817786,54556.560693
n294,8,0.0039,1.500000,216822.92,71726.008570,43889.744963,44772.014377,56435.152811
n295,8,0.0039,1.500000,192540.46,47528.267095,40043.656463,52792.074678,52176.464494
n296,8,0.0039,1.500000,184251.24,39997.873614,45505.661480,50885.816181,47861.884418
n297,8,0.0039,1.500000,193658.03,48460.395730,50165.319491,47398.690609,47633.623371
n298,8,0.0039,1.500000,208782.03,54216.952091,43402.786454,59680.122453,51482.167310
n299,8,0.0039,1.500000,158898.69,43380.410266,38458.812491,38326.736507,38732.732939
n300,8,0.0039,1.500000,162841.35,38794.963317,39782.040778,42647.266403,41617.076274
n301,8,0.0039,1.500000,178534.75,38245.994342,44449.666771,45417.043427,50422.049658
n302,8,0.0039,1.500000,194317.93,37143.135520,47141.795685,49002.781301,61030.217029
n303,8,0.0039,1.500000,152708.64,40776.898360,37207.389703,37402.846497,37321.508962
n304,8,0.0039,1.500000,155412.22,35095.667212,42019.357618,39155.619800,39141.579393
n305,8,0.0039,1.500000,143568.38,40276.438834,32311.865172,34833.493861,36146.585295
n306,8,0.0039,1.500000,134360.23,31655.007460,37135.548841,32406.507568,33163.168049
n307,8,0.0039,1.500000,122302.97,33634.069621,31903.819153,28510.913944,28254.170587
n308,8,0.0039,1.500000,130265.64,30581.222105,40378.770722,28452.901583,30852.744354
n309,8,0.0039,1.500000,136084.08,35202.956430,25040.575560,36809.420127,39031.130032
n310,8,0.0039,1.500000,127588.31,39832.267129,23077.527477,35803.091543,28875.426930
n311,8,0.0039,1.500000,182774.97,38330.543907,44584.780074,47516.624620,52343.023556
n312,8,0.0039,1.500000,189376.79,45603.703994,41352.839582,51760.342323,50659.908436
n313,8,0.0039,1.500000,159733.14,38568.233312,38529.031899,40563.869101,42072.005374
n314,8,0.0039,1.500000,169100.25,42610.212825,42374.066390,42065.994753,42049.976538
n315,8,0.0039,1.500000,180955.68,35414.327787,46717.382298,48491.018503,50332.950211
n316,8,0.0039,1.500000,174871.67,43466.105966,43154.002895,42780.842882,45470.715333
n317,8,0.0039,1.500000,179866.65,45637.278209,39610.185687,45449.168488,49170.022350
n318,8,0.0039,1.500000,180880.31,38614.064377,47061.694384,46991.412909,48213.137197
n319,8,0.0039,1.500000,167322.06,38216.894396,40495.793366,44822.450209,43786.922689
n320,8,0.0039,1.500000,171020.04,40544.332919,40339.480673,43710.240531,46425.981553
n321,8,0.0039,1.500000,175645.68,41912.930548,41029.010846,45712.069563,46991.665675
n322,8,0.0039,1.500000,170408.67,34935.528656,44859.986850,44296.548288,46316.605443
n323,8,0.0039,1.500000,165742.95,41360.629881,39792.396679,41955.215256,42634.708947
n324,8,0.0039,1.500000,152382.86,38170.460184,37892.972402,38307.157993,38012.270662
n325,8,0.0039,1.500000,169667.48,44448.571420,41340.795450,41720.958245,42157.158821
n326,8,0.0039,1.500000,170811.12,39997.455194,41598.381016,43310.754806,45904.529662
n327,8,0.0039,1.500000,194440.09,50718.318708,44454.482652,48388.120837,50879.172320
n328,8,0.0039,1.500000,186997.93,46064.160746,49762.910596,43479.702893,47691.160011
n329,8,0.0039,1.500000,185312.14,49596.855341,37703.379628,46518.216767,51493.686425
n330,8,0.0039,1.500000,181058.48,38602.225950,37853.436592,51818.692831,52784.128189
n331,8,0.0039,1.500000,159526.29,37164.052916,35116.365081,44136.194508,43109.680111
n332,8,0.0039,1.500000,172114.31,37228.562309,39281.173778,47056.528076,48548.042584
n333,8,0.0039,1.500000,177593.85,44572.906980,41901.012804,44472.278581,46647.655244
n334,8,0.0039,1.500000,178795.08,33576.574906,49333.803038,46132.389160,49752.313014
n335,8,0.0039,1.500000,161367.99,39072.864322,38953.680926,41994.697055,41346.750805
n336,8,0.0039,1.500000,158781.77,39047.256071,37631.918027,40369.640634,41732.957130
n337,8,0.0039,1.500000,160221.73,40325.914991,39780.579580,39602.728539,40512.506299
n338,8,0.0039,1.500000,165772.34,40969.012353,41623.079010,42133.583613,41046.661353
n339,8,0.0039,1.500000,145704.20,34571.471091,39699.017656,36295.342124,35138.366597
n340,8,0.0039,1.500000,152378.54,37070.079660,38515.030415,37200.888530,39592.537373
n341,8,0.0039,1.500000,157135.22,37589.157673,38451.519486,40583.030007,40511.516801
n342,8,0.0039,1.500000,159326.87,39052.801302,40164.638975,40505.696749,39603.731698
n343,8,0.0039,1.500000,152530.56,37251.069536,39270.696175,38329.428244,37679.370350
n344,8,0.0039,1.500000,163351.35,35757.669365,45411.599978,41596.390629,40585.686742
n345,8,0.0039,1.500000,145043.28,32848.898863,41628.226280,35214.191286,35351.966822
n346,8,0.0039,1.500000,161209.15,38697.805401,38821.192222,40826.037222,42864.113583
n347,8,0.0039,1.500000,154741.47,35455.705984,36848.313583,40755.577908,41681.867686
n348,8,0.0039,1.500000,175860.99,42262.514519,43530.156244,45467.436306,44600.879118
n349,8,0.0039,1.500000,150596.68,38681.059429,33733.314386,37255.388690,40926.916291
n350,8,0.0039,1.500000,155029.51,38193.283301,37901.748114,38907.613282,40026.867705
n351,8,0.0039,1.500000,189680.17,45372.762047,51338.944911,45879.155510,47089.311906
n352,8,0.0039,1.500000,167920.80,40517.737797,42281.411998,42452.347126,42669.303086
n353,8,0.0039,1.500000,173647.35,44047.343787,42726.622962,43110.081070,43763.306975
n354,8,0.0039,1.500000,176199.49,41724.750966,44182.009655,43569.518024,46723.210930
n355,8,0.0039,1.500000,148944.96,37464.421569,36898.096116,36864.155083,37718.287466
n356,8,0.0039,1.500000,151144.34,34124.956013,40347.191929,38636.086259,38036.104371
n357,8,0.0039,1.500000,147553.28,36042.220847,34473.593079,37870.894547,39166.575839
n358,8,0.0039,1.500000,170222.06,36501.962478,40347.631539,45709.030040,47663.435194
n359,8,0.0039,1.500000,161599.20,39122.516744,39316.840337,42192.174342,40967.668989
n360,8,0.0039,1.500000,156250.77,39634.695305,38788.714870,38443.344428,39384.018871
n361,8,0.0039,1.500000,137716.06,38151.978089,32486.072164,34064.590502,33013.417206
n362,8,0.0039,1.500000,143752.93,41413.330991,30184.186045,36130.584910,36024.823827
n363,8,0.0039,1.500000,175635.88,41389.198417,41296.753879,46546.951967,46402.978964
n364,8,0.0039,1.500000,181198.20,40803.950989,46773.331396,45154.154803,48466.758457
n365,8,0.0039,1.500000,164107.48,39315.301943,41093.488106,41787.485294,41911.206095
n366,8,0.0039,1.500000,164541.00,40437.252397,43089.074400,40249.518548,40765.159621
n367,8,0.0039,1.500000,181373.66,44970.331621,43679.176269,44659.937587,48064.213349
n368,8,0.0039,1.500000,178835.13,41830.516648,40754.944377,46685.638400,49564.032597
n369,8,0.0039,1.500000,173701.80,36442.338907,43500.225092,43369.684900,50389.553011
n370,8,0.0039,1.500000,165258.06,39177.630043,43413.417514,40666.380825,42000.630543
n371,8,0.0039,1.500000,158826.40,38550.735159,40700.121720,39400.259901,40175.282545
n372,8,0.0039,1.500000,163219.62,40327.265349,39184.800539,41508.668920,42198.884346
n373,8,0.0039,1.500000,182192.52,41308.297365,46919.629168,42371.831854,51592.759547
n374,8,0.0039,1.500000,190965.74,53338.280130,44193.847579,46411.707312,47021.908690
n375,8,0.0039,1.500000,152936.42,40650.765521,34156.675035,40066.343273,38062.633297
n376,8,0.0039,1.500000,162817.92,39444.307109,40964.416259,41050.316621,41358.878799
n377,8,0.0039,1.500000,175013.95,41462.459195,43961.218174,43830.687755,45759.588440
n378,8,0.0039,1.500000,154501.45,36690.176448,39596.092682,39016.892416,39198.293429
n379,8,0.0039,1.500000,178285.64,39230.737059,40530.661095,47723.224455,50801.016117
n380,8,0.0039,1.500000,180034.35,38940.459889,41612.713491,49246.750195,50234.428258
n381,8,0.0039,1.500000,194662.15,48079.908645,44983.727627,49353.811470,52244.700702
n382,8,0.0039,1.500000,188578.44,36923.370919,43847.541719,54831.419784,52976.104433
n383,8,0.0039,1.500000,145415.07,34527.020863,34738.939523,38447.306628,37701.803292
n384,8,0.0039,1.500000,145873.58,36017.773383,37800.549848,36104.590555,35950.668632
n385,8,0.0039,1.500000,152560.47,39225.719202,37364.174779,38164.675381,37805.900486
n386,8,0.0039,1.500000,160896.61,37929.272052,40753.071966,40829.804134,41384.460248
n387,8,0.0039,1.500000,160596.93,41573.219321,39563.809869,38947.465051,40512.434779
n388,8,0.0039,1.500000,176011.87,41420.911522,43986.505245,44026.311739,46578.144352
n389,8,0.0039,1.500000,169400.79,40493.058465,41497.290777,42635.095649,44775.347313
n390,8,0.0039,1.500000,170200.12,40424.812989,42633.168939,43524.833401,43617.301316
n391,8,0.0039,1.500000,149139.28,36606.584489,37517.303041,37952.727311,37062.665240
n392,8,0.0039,1.500000,135223.26,30005.254916,39134.205890,31762.300446,34321.498934
n393,8,0.0039,1.500000,132485.23,32192.679580,34992.361276,33531.064502,31769.122707
n394,8,0.0039,1.500000,129493.42,33672.820597,34327.020933,32152.791423,29340.789497
n395,8,0.0039,1.500000,148330.91,38745.510894,37390.927770,36250.982574,35943.484743
n396,8,0.0039,1.500000,156253.47,39310.397636,37364.522716,39434.986469,40143.560446
n397,8,0.0039,1.500000,129957.09,28270.316917,41814.252691,30562.557260,29309.964047
n398,8,0.0039,1.500000,130776.72,30306.109321,36908.878723,30802.398712,32759.330029
n399,8,0.0039,1.500000,173572.85,39406.172848,40723.061906,43380.993348,50062.622479
n400,8,0.0039,1.500000,166453.92,39558.238903,41466.077247,42139.015356,43290.585032
n401,8,0.0039,1.500000,153633.99,39030.386205,39488.723844,37600.668344,37514.207722
n402,8,0.0039,1.500000,146830.17,36412.212018,37295.656998,37030.163268,36092.136921
n403,8,0.0039,1.500000,147716.53,37343.194221,36759.074606,36597.252965,37017.010193
n404,8,0.0039,1.500000,152331.05,36839.641841,32910.204460,42949.024226,39632.176711
n405,8,0.0039,1.500000,159114.56,38774.299342,39534.657477,40610.744793,40194.860539
n406,8,0.0039,1.500000,149439.14,34109.400143,44069.623276,35248.875565,36011.239490
n407,8,0.0039,1.500000,169227.89,41242.203190,41996.833400,42943.173129,43045.680531
n408,8,0.0039,1.500000,173261.12,39784.117992,43038.939608,44250.127443,46187.935771
n409,8,0.0039,1.500000,148715.07,38172.817172,34862.714330,37855.412221,37824.123266
n410,8,0.0039,1.500000,149362.28,39004.257977,36278.072389,36582.966815,37496.982932
n411,8,0.0039,1.500000,164425.87,39905.384707,43202.479230,40147.574463,41170.435217
n412,8,0.0039,1.500000,165276.56,35701.517231,39425.123198,45486.813055,44663.106985
n413,8,0.0039,1.500000,143101.07,37360.298596,35338.514413,35582.842714,34819.415991
n414,8,0.0039,1.500000,147233.13,38772.245759,36843.034196,35713.941036,35903.913713
n415,8,0.0039,1.500000,196678.05,51791.805473,45421.164349,46509.115234,52955.963631
n416,8,0.0039,1.500000,172659.92,41599.399481,42054.454685,43530.987311,45475.078433
n417,8,0.0039,1.500000,189775.68,37534.179129,45832.702810,52222.821918,54185.975218
n418,8,0.0039,1.500000,185646.25,38235.164495,43462.306999,49131.552417,54817.230767
n419,8,0.0039,1.500000,145653.41,37796.666363,34201.880310,35260.962646,38393.896729
n420,8,0.0039,1.500000,162736.11,40546.710807,39733.710966,41117.283629,41338.401484
n421,8,0.0039,1.500000,152528.97,39363.974568,39304.933872,36687.826246,37172.232448
n422,8,0.0039,1.500000,168727.60,40611.112766,41310.696759,42853.434426,43952.356657
n423,8,0.0039,1.500000,147028.90,37554.936931,38240.314264,34742.553709,36491.094085
n424,8,0.0039,1.500000,164568.07,40344.573991,39703.326341,42143.050104,42377.120526
n425,8,0.0039,1.500000,193178.27,39898.422299,44062.021169,54766.149489,54451.676354
n426,8,0.0039,1.500000,187527.45,50293.015285,46129.670811,44797.502593,46307.258631
n427,8,0.0039,1.500000,204135.62,39689.037593,51500.793322,55192.128137,57753.659345
n428,8,0.0039,1.500000,201165.51,42830.998523,50908.888399,54057.987064,53367.638455
n429,8,0.0039,1.500000,190358.42,44348.823162,44256.341074,50371.954008,51381.303950
n430,8,0.0039,1.500000,189860.03,45615.906012,43472.666669,49994.375831,50777.082206
n431,8,0.0039,1.500000,170776.44,39863.931827,41893.511195,44302.450449,44716.548191
n432,8,0.0039,1.500000,170608.34,45839.628477,40359.295748,41255.512279,43153.901565
n433,8,0.0039,1.500000,132715.94,33216.916319,37175.907429,32286.282568,30036.831235
n434,8,0.0039,1.500000,136251.46,34248.173496,26938.184285,36805.358104,38259.740971
n435,8,0.0039,1.500000,143695.08,37135.471041,31434.534912,39591.061673,35534.007614
n436,8,0.0039,1.500000,138128.61,32219.209084,35388.900521,35492.367622,35028.131186
n437,8,0.0039,1.500000,147939.01,36242.742893,38771.703400,36777.463376,36147.097466
n438,8,0.0039,1.500000,144959.32,31736.148800,39415.758001,35762.848325,38044.568327
n439,8,0.0039,1.500000,184717.69,49213.241865,46053.791211,43590.815599,45859.842612
n440,8,0.0039,1.500000,179461.04,44004.856953,36999.648749,46062.714136,52393.824132
n441,8,0.0039,1.500000,164338.94,38015.352594,40218.770421,42427.207742,43677.612561
n442,8,0.0039,1.500000,166898.90,37849.637812,40606.814229,45093.479561,43348.971020
n443,8,0.0039,1.500000,163975.23,38422.282764,38947.474281,43562.748635,43042.722882
n444,8,0.0039,1.500000,178660.92,42331.721342,44440.517218,44928.991121,46959.687263
n445,8,0.0039,1.500000,181104.20,41416.161969,45630.496532,46157.289486,47900.252309
n446,8,0.0039,1.500000,176671.88,43114.898858,43552.547437,44347.902229,45656.530147
n447,8,0.0039,1.500000,174391.50,40386.420576,46093.969094,43339.133295,44571.974987
n448,8,0.0039,1.500000,183310.12,37731.089045,48249.914047,47227.475324,50101.645197
n449,8,0.0039,1.500000,191210.67,44666.946677,42190.985707,50205.418527,54147.319003
n450,8,0.0039,1.500000,185109.19,42122.209623,41587.949301,50051.122416,51347.904147
n451,8,0.0039,1.500000,182988.64,44655.013363,44750.402740,45923.794697,47659.429449
n452,8,0.0039,1.500000,190199.75,27693.648989,46043.642175,48917.973017,67544.487256
n453,8,0.0039,1.500000,179767.93,38561.208186,44473.818527,48954.829293,47778.074946
n454,8,0.0039,1.500000,177248.72,40496.579098,41691.048023,48727.280440,46333.807535
n455,8,0.0039,1.500000,172422.05,40680.491714,40508.073219,44406.526554,46826.959975
n456,8,0.0039,1.500000,173329.76,44452.846340,40394.539944,42761.166440,45721.208365
n457,8,0.0039,1.500000,162740.47,38939.358487,40878.425937,41238.133036,41684.555643
n458,8,0.0039,1.500000,187382.12,38379.859826,38303.627910,58222.836104,52475.792939
n459,8,0.0039,1.500000,175456.79,44313.379785,43941.912179,43523.833109,43677.665799
n460,8,0.0039,1.500000,159951.26,38775.674297,40784.845877,39713.870083,40676.867556
n461,8,0.0039,1.500000,185508.46,42898.932188,43414.199008,50102.594051,49092.733972
n462,8,0.0039,1.500000,186233.95,44291.024109,42189.095414,50460.719624,49293.111201
n463,8,0.0039,1.500000,189806.20,43569.899184,53044.668343,45415.565414,47776.071720
n464,8,0.0039,1.500000,170773.22,38273.492689,43603.603488,43749.881018,45146.240656
n465,8,0.0039,1.500000,163072.64,40747.528868,40807.004615,40859.903363,40658.205204
n466,8,0.0039,1.500000,172747.31,34786.071393,42841.697509,46510.491741,48609.052601
n467,8,0.0039,1.500000,172505.25,42929.314422,42236.497011,43576.070809,43763.370201
n468,8,0.0039,1.500000,179064.48,34991.718757,41713.707630,50460.185201,51898.867777
n469,8,0.0039,1.500000,157570.65,35260.670411,37945.326175,41548.358631,42816.298169
n470,8,0.0039,1.500000,157024.34,32433.856380,41977.008303,40246.038628,42367.437321
n471,8,0.0039,1.500000,166003.43,40052.555585,39664.957515,43130.024713,43155.892757
n472,8,0.0039,1.500000,172001.00,43187.760427,42836.732932,43048.893009,42927.614494
n473,8,0.0039,1.500000,142480.32,36136.116434,39122.942698,33569.129733,33652.127526
n474,8,0.0039,1.500000,152425.11,40399.051040,36919.758668,37975.105455,37131.198769
n475,8,0.0039,1.500000,160317.95,41165.056622,39888.594447,39383.615560,39880.687612
n476,8,0.0039,1.500000,164562.63,37716.610083,40901.241125,42371.748556,43573.031390
n477,8,0.0039,1.500000,158426.46,40156.580761,39225.406017,39452.606089,39591.862707
n478,8,0.0039,1.500000,167059.60,40386.992760,42327.262677,42076.977005,42268.369880
n479,8,0.0039,1.500000,176103.52,42727.769335,42179.546963,44659.148282,46537.060326
n480,8,0.0039,1.500000,169117.24,43789.784362,40269.855538,41994.352276,43063.248859
n481,8,0.0039,1.500000,166281.99,38262.429080,40989.317554,43148.274900,43881.965665
n482,8,0.0039,1.500000,167292.23,40860.106185,41859.772199,41783.889530,42788.457692
n483,8,0.0039,1.500000,156346.94,38541.733738,42009.563101,36992.504898,38803.138392
n484,8,0.0039,1.500000,157789.15,36508.872737,37914.127324,41431.666866,41934.484390
n485,8,0.0039,1.500000,155854.63,36565.352062,38682.767857,40505.836653,40100.678057
n486,8,0.0039,1.500000,158527.63,40696.402260,39885.505734,38667.959324,39277.761352
n487,8,0.0039,1.500000,171792.84,41276.747680,41106.531909,44158.741178,45250.822601
n488,8,0.0039,1.500000,170648.76,42428.854534,40362.130130,44023.485983,43834.290944
n489,8,0.0039,1.500000,151147.56,38067.332606,37346.432456,37989.688469,37744.109488
n490,8,0.0039,1.500000,160949.74,38404.424121,39609.596068,40990.275421,41945.445567
n491,8,0.0039,1.500000,146812.88,36364.327762,38546.654048,36121.348253,35780.549561
n492,8,0.0039,1.500000,156330.09,35588.072200,41127.884169,39274.340250,40339.788886
n493,8,0.0039,1.500000,128458.18,34938.386773,31170.813537,29900.823984,32448.157485
n494,8,0.0039,1.500000,123509.75,22084.019750,30538.046464,34141.222304,36746.463378
n495,8,0.0039,1.500000,171269.30,38930.681326,38481.868767,48137.863746,45718.887873
n496,8,0.0039,1.500000,162936.20,39719.469721,40740.659716,41194.950978,41281.119403
n497,8,0.0039,1.500000,164887.76,42247.178540,40133.769693,40958.857133,41547.957092
n498,8,0.0039,1.500000,184612.75,44988.293301,47007.132186,46781.150201,45836.171817
n499,8,0.0039,1.500000,161842.38,36286.313688,40347.989515,42186.324958,43021.746993
n500,8,0.0039,1.500000,178792.41,41400.431523,43995.303523,46056.107502,47340.566917
n501,8,0.0039,1.500000,152446.95,34977.302681,34955.605131,41857.442244,40656.604427
n502,8,0.0039,1.500000,145046.59,35775.750185,33019.235334,39092.303031,37159.304612
n503,8,0.0039,1.500000,212810.29,32693.044914,39279.487223,69357.178976,71480.580349
n504,8,0.0039,1.500000,209549.92,39508.155742,30875.991293,61712.828210,77452.944334
n505,8,0.0039,1.500000,175499.91,44598.496754,43065.693554,43293.766658,44541.957393
n506,8,0.0039,1.500000,168410.99,41199.319117,43066.030255,41908.165990,42237.473693
n507,8,0.0039,1.500000,167781.82,35018.458315,44269.015144,43061.464663,45432.885263
n508,8,0.0039,1.500000,184306.99,44774.823513,43419.401489,45657.070798,50455.691931
n509,8,0.0039,1.500000,176822.84,36136.929438,44206.749410,45533.217645,50945.947120
n510,8,0.0039,1.500000,196897.61,41352.127613,42540.927516,54875.390273,58129.162478
n511,9,0.0020,1.500000,143061.38,35936.086929,35637.753415,36038.210536,35449.324481
n512,9,0.0020,1.500000,142043.19,35697.136079,35226.857469,35637.574667,35481.624458
n513,9,0.0020,1.500000,147230.80,35893.954380,36794.705500,37006.425812,37535.718652
n514,9,0.0020,1.500000,151479.14,39787.720200,36980.788844,37370.612824,37340.020439
n515,9,0.0020,1.500000,159729.20,40284.294212,39917.836255,39597.872843,39929.198702
n516,9,0.0020,1.500000,161517.78,40518.423075,40107.390714,40546.988757,40344.979428
n517,9,0.0020,1.500000,147130.23,37772.893754,36714.969999,36555.684057,36086.686084
n518,9,0.0020,1.500000,151993.45,38750.092335,38566.701945,36868.978073,37807.681271
n519,9,0.0020,1.500000,168025.10,41959.246328,41829.182493,42112.419951,42124.255006
n520,9,0.0020,1.500000,159227.64,38732.277270,40093.422423,40632.896196,39769.046859
n521,9,0.0020,1.500000,185992.39,45172.691219,46787.553789,47053.255536,46978.889685
n522,9,0.0020,1.500000,195886.50,43652.217958,46254.419721,52074.274700,53905.588047
n523,9,0.0020,1.500000,185208.81,43818.961951,45136.674326,47957.001315,48296.173157
n524,9,0.0020,1.500000,194437.55,49053.105183,49831.984400,47501.214430,48051.249847
n525,9,0.0020,1.500000,192656.23,46160.644144,47007.818067,48725.052008,50762.717802
n526,9,0.0020,1.500000,203005.63,42779.353743,55680.286726,50032.058950,54513.929353
n527,9,0.0020,1.500000,179529.57,44299.073232,44696.303004,44926.178101,45608.018196
n528,9,0.0020,1.500000,169869.52,41600.628764,42326.542744,42545.818863,43396.525433
n529,9,0.0020,1.500000,179164.33,41916.453898,44885.161110,45615.887835,46746.827249
n530,9,0.0020,1.500000,180266.52,45994.185108,43654.651497,44783.166290,45834.521095
n531,9,0.0020,1.500000,175586.37,42725.060064,43080.830281,44092.442227,45688.038463
n532,9,0.0020,1.500000,195810.31,47858.475047,46258.316091,50794.477587,50899.044414
n533,9,0.0020,1.500000,176254.11,43637.817343,43597.486833,44448.366552,44570.441379
n534,9,0.0020,1.500000,167802.23,41493.318897,42361.696453,41923.230839,42023.987912
n535,9,0.0020,1.500000,157077.82,39163.662285,39547.909815,38627.461853,39738.789581
n536,9,0.0020,1.500000,146247.68,37053.263020,37007.194270,36006.346799,36180.880301
n537,9,0.0020,1.500000,162823.91,39213.133295,40338.255533,41232.702161,42039.820138
n538,9,0.0020,1.500000,153946.23,38366.925234,39709.713820,37694.642277,38174.951343
n539,9,0.0020,1.500000,155644.38,39770.470784,38258.440970,38808.643890,38806.820553
n540,9,0.0020,1.500000,145731.96,35251.902642,34807.791946,37667.563572,38004.703693
n541,9,0.0020,1.500000,161970.48,38611.920515,38536.939642,42081.815983,42739.807342
n542,9,0.0020,1.500000,148729.68,37474.173041,37721.457609,36717.365579,36816.680646
n543,9,0.0020,1.500000,145679.63,37215.537656,35434.669421,36639.454243,36389.970244
n544,9,0.0020,1.500000,162571.96,40158.918847,40622.857257,40943.958186,40846.230343
n545,9,0.0020,1.500000,139535.56,32999.030468,37272.273011,34637.410925,34626.846456
n546,9,0.0020,1.500000,130171.35,35432.640563,30619.812738,31775.897849,32343.002786
n547,9,0.0020,1.500000,151219.62,36590.847287,38170.702296,38320.032136,38138.037891
n548,9,0.0020,1.500000,147748.51,38110.104517,36673.909049,36751.659294,36212.841778
n549,9,0.0020,1.500000,159319.11,40404.954208,39477.425573,39644.254198,39792.473983
n550,9,0.0020,1.500000,178167.69,42894.109414,42774.303583,45649.635653,46849.643839
n551,9,0.0020,1.500000,194462.63,49715.345532,46555.559033,48384.046497,49807.678428
n552,9,0.0020,1.500000,202104.74,48642.238989,48409.089732,51270.583161,53782.827769
n553,9,0.0020,1.500000,192632.71,47388.009196,47999.706274,48467.566229,48777.432904
n554,9,0.0020,1.500000,196475.61,50060.990980,50302.658147,47560.126394,48551.838376
n555,9,0.0020,1.500000,169955.93,42705.585173,42415.805294,42288.657222,42545.878663
n556,9,0.0020,1.500000,185948.82,42355.074892,46347.017011,47249.382277,49997.344444
n557,9,0.0020,1.500000,179578.62,46755.405472,44129.261751,43682.863779,45011.090713
n558,9,0.0020,1.500000,187363.63,45352.438559,46416.278055,48105.361926,47489.547349
n559,9,0.0020,1.500000,210807.63,49436.019767,46824.682322,57311.623313,57235.301047
n560,9,0.0020,1.500000,191727.60,46457.180739,49420.715532,48165.387009,47684.318584
n561,9,0.0020,1.500000,190412.03,47042.839890,46247.998261,48017.263792,49103.924594
n562,9,0.0020,1.500000,208562.65,53247.157825,44150.992982,54198.427649,56966.070746
n563,9,0.0020,1.500000,182144.50,45967.180176,45012.099820,45555.880857,45609.338347
n564,9,0.0020,1.500000,165734.92,41486.595063,41533.926644,41526.701458,41187.696207
n565,9,0.0020,1.500000,203119.24,44143.914640,50454.497735,54734.456573,53786.373491
n566,9,0.0020,1.500000,207564.89,49650.871475,52094.136546,52543.405915,53276.471977
n567,9,0.0020,1.500000,167553.89,41748.880054,41918.207338,41809.720068,42077.086827
n568,9,0.0020,1.500000,149795.01,39181.521917,37078.739960,36903.890960,36630.856145
n569,9,0.0020,1.500000,140404.55,35527.637973,33142.890030,36588.809709,35145.212546
n570,9,0.0020,1.500000,160295.16,39706.191441,40675.389519,40155.804761,39757.769834
n571,9,0.0020,1.500000,198945.10,44166.769136,50370.210624,52019.375446,52388.749388
n572,9,0.0020,1.500000,212600.79,51920.767091,50485.500507,53059.823460,57134.696098
n573,9,0.0020,1.500000,184999.66,43211.389156,45831.737843,48256.570100,47699.962279
n574,9,0.0020,1.500000,182885.32,45485.746435,45359.839256,45916.531825,46123.200894
n575,9,0.0020,1.500000,190375.24,47415.077563,48623.022907,46798.795025,47538.342535
n576,9,0.0020,1.500000,186640.58,43095.078583,47229.962368,47338.584208,48976.955868
n577,9,0.0020,1.500000,177656.19,44056.223034,44171.532278,44862.872799,44565.563739
n578,9,0.0020,1.500000,166165.00,40426.497173,39226.644528,42264.974419,44246.885188
n579,9,0.0020,1.500000,198907.09,42916.725427,51879.385867,51179.558327,52931.417968
n580,9,0.0020,1.500000,198269.98,45714.554200,49644.659140,50610.012887,52300.756875
n581,9,0.0020,1.500000,165241.68,39989.616592,41767.506483,41267.595076,42216.957317
n582,9,0.0020,1.500000,172998.94,41734.264193,42011.698698,44635.429967,44617.551797
n583,9,0.0020,1.500000,210520.38,52030.046322,48417.961232,56790.972827,53281.399152
n584,9,0.0020,1.500000,189952.07,47960.141832,46401.081259,47250.466517,48340.377553
n585,9,0.0020,1.500000,215531.80,49322.281086,47851.164866,58783.079414,59575.272583
n586,9,0.0020,1.500000,207982.94,45243.886567,51576.309534,53594.488243,57568.254349
n587,9,0.0020,1.500000,202398.86,46785.662764,52350.059792,50450.310130,52812.828719
n588,9,0.0020,1.500000,217065.15,44062.898468,59115.362255,57820.952614,56065.934118
n589,9,0.0020,1.500000,226631.84,57469.841356,51296.589623,56239.768871,61625.635688
n590,9,0.0020,1.500000,214337.18,51137.383014,52555.971752,53164.657411,57479.167762
n591,9,0.0020,1.500000,185281.60,46654.017214,45387.168099,46620.081663,46620.337393
