Nodo,Stage,Probability,Gamma,Wealth,stock1,stock2,bond,money
n316,8,0.0039,1.600000,271872.31,59210.083099,72703.580905,117707.860662,22250.784030
n317,8,0.0039,1.600000,272272.39,21904.206166,206866.258491,27818.323783,15683.597666
n318,8,0.0039,1.600000,274596.72,55979.239033,155452.879634,29457.222632,33707.375106
n319,8,0.0039,1.600000,231249.94,169818.360830,45649.885551,7731.406311,8050.287616
n320,8,0.0039,1.600000,230686.16,49958.111374,153298.571184,18629.710096,8799.765307
n321,8,0.0039,1.600000,245473.81,56208.390499,168387.129446,11457.051200,9421.240932
n322,8,0.0039,1.600000,211538.39,123487.972196,75691.729351,7330.833024,5027.860296
n323,8,0.0039,1.600000,232321.36,181534.864896,16897.862835,19804.483291,14084.146724
n324,8,0.0039,1.600000,197324.82,61540.350508,25795.812228,83031.315304,26957.345340
n325,8,0.0039,1.600000,224391.12,39452.841729,28713.503357,43532.009194,112692.767610
n326,8,0.0039,1.600000,247595.87,181962.181051,40329.908396,17656.078552,7647.697713
n327,8,0.0039,1.600000,283323.78,36443.331322,179717.023284,39153.789811,28009.635118
n328,8,0.0039,1.600000,254398.15,31111.369541,17048.332427,180083.790974,26154.655266
n329,8,0.0039,1.600000,241053.59,17347.590105,186007.906913,22792.694838,14905.394757
n330,8,0.0039,1.600000,239312.36,57405.180827,172457.948228,4326.394315,5122.838914
n331,8,0.0039,1.600000,184674.30,144355.809930,7982.862060,14818.525189,17517.104525
n332,8,0.0039,1.600000,204967.57,63147.996443,130363.499275,5936.002361,5520.067655
n333,8,0.0039,1.600000,231184.45,29699.598138,157951.858765,26604.738817,16928.253954
n334,8,0.0039,1.600000,244258.89,192912.238156,10675.458418,19763.207237,20907.982942
n335,8,0.0039,1.600000,202964.24,155544.792932,36335.393979,5030.924332,6053.125778
n336,8,0.0039,1.600000,196890.75,128503.307121,63609.245279,2563.143228,2215.052343
n337,8,0.0039,1.600000,172020.66,133741.091580,16169.145379,14831.108175,7279.313691
n338,8,0.0039,1.600000,184086.23,9352.206873,5868.603921,138959.332292,29906.086613
n339,8,0.0039,1.600000,175383.98,11626.015161,134673.102160,21562.074080,7522.784353
n340,8,0.0039,1.600000,191317.76,149656.118961,6097.921517,32403.740215,3159.981680
n341,8,0.0039,1.600000,182287.36,22037.270643,36272.173998,108644.290603,15333.627266
n342,8,0.0039,1.600000,185371.43,15029.253956,33926.245450,124675.911765,11740.015789
n343,8,0.0039,1.600000,168964.03,9454.375617,116410.860240,34773.065148,8325.730833
n344,8,0.0039,1.600000,177666.81,1359.947694,126724.645940,42873.738389,6708.478117
n345,8,0.0039,1.600000,145519.12,5821.196259,113296.913614,13135.056349,13265.953724
n346,8,0.0039,1.600000,169381.07,71297.163289,92766.546990,2997.496071,2319.858868
n347,8,0.0039,1.600000,165312.79,16481.378723,26232.690857,100327.918333,22270.802857
n348,8,0.0039,1.600000,215093.65,154036.598896,15618.610389,29911.980330,15526.464916
n349,8,0.0039,1.600000,169213.50,133259.909120,5449.130977,24431.019988,6073.436700
n350,8,0.0039,1.600000,177506.98,98453.983373,67381.519650,8210.394255,3461.082025
n351,8,0.0039,1.600000,246583.64,64472.654003,3478.573885,149777.860211,28854.553634
n352,8,0.0039,1.600000,217074.13,2221.312006,28447.149221,150706.428967,35699.234877
n353,8,0.0039,1.600000,203976.91,7104.913628,29272.825979,151883.249219,15715.920574
n354,8,0.0039,1.600000,219449.50,87373.536904,83236.450771,40998.657415,7840.853483
n355,8,0.0039,1.600000,163421.64,73604.581848,13715.187317,15816.828121,60285.043280
n356,8,0.0039,1.600000,170023.51,11774.961583,113109.187280,30401.525184,14737.834380
n357,8,0.0039,1.600000,163151.92,11897.934101,7000.867958,46860.100184,97393.018148
n358,8,0.0039,1.600000,195848.01,140218.267857,45740.428895,4974.921887,4914.393772
n359,8,0.0039,1.600000,180950.82,3803.049764,63828.812565,88007.627500,25311.325502
n360,8,0.0039,1.600000,169703.99,133687.734456,5724.729121,23273.654269,7017.871681
n361,8,0.0039,1.600000,154568.78,119201.766765,7976.921329,18403.674329,8986.415740
n362,8,0.0039,1.600000,153260.32,117335.619194,1907.927729,18492.177332,15524.598869
n363,8,0.0039,1.600000,254432.66,76252.237077,164372.662065,6729.601281,7078.161338
n364,8,0.0039,1.600000,254963.05,83777.823571,103687.572420,46679.839998,20817.817858
n365,8,0.0039,1.600000,227894.14,179677.861558,15164.124325,19399.364484,13652.785601
n366,8,0.0039,1.600000,222051.85,9274.417748,170370.147008,9972.251756,32435.033773
n367,8,0.0039,1.600000,259527.21,42753.129093,116599.145270,82781.341565,17393.590710
n368,8,0.0039,1.600000,258096.44,43259.573387,182364.356714,20775.492284,11697.018085
n369,8,0.0039,1.600000,239692.23,186833.472164,22945.108151,23069.396878,6844.254698
n370,8,0.0039,1.600000,216413.30,160611.584678,7793.870499,34543.011631,13464.829179
n371,8,0.0039,1.600000,190118.49,130881.483246,6307.607019,39209.695744,13719.705437
n372,8,0.0039,1.600000,209686.86,158167.276735,5883.303622,16348.693351,29287.583459
n373,8,0.0039,1.600000,237029.82,138778.226934,24753.591666,65394.611827,8103.385538
n374,8,0.0039,1.600000,244623.35,14625.323266,137172.572814,48743.331439,44082.119763
n375,8,0.0039,1.600000,176469.34,94679.862026,3834.869337,63373.881119,14580.722596
n376,8,0.0039,1.600000,186176.47,29246.312265,145091.752544,6174.980441,5663.422274
n377,8,0.0039,1.600000,203660.51,62251.664008,126723.458455,7340.147757,7345.243307
n378,8,0.0039,1.600000,188237.59,7627.017754,58086.029064,55117.522708,67407.018799
n379,8,0.0039,1.600000,215975.83,166450.654781,17773.351254,21135.523296,10616.305258
n380,8,0.0039,1.600000,214041.86,166900.230161,36560.596845,5599.927502,4981.110023
n381,8,0.0039,1.600000,271494.73,62115.230384,159659.202580,29616.779019,20103.520629
n382,8,0.0039,1.600000,228046.49,122214.551896,95282.941165,3923.525650,6625.466570
n383,8,0.0039,1.600000,158900.49,5061.050455,13800.708586,84222.660938,55816.070639
n384,8,0.0039,1.600000,159352.31,53636.407438,94107.617615,5070.805979,6537.475174
n385,8,0.0039,1.600000,168646.47,126808.842925,25396.100723,10880.655633,5560.872508
n386,8,0.0039,1.600000,188005.59,146669.814409,21204.238278,9489.045669,10642.493481
n387,8,0.0039,1.600000,181395.14,38348.898039,97361.654977,24907.146358,20777.442291
n388,8,0.0039,1.600000,223679.01,15907.501756,170559.861442,26280.692517,10930.954305
n389,8,0.0039,1.600000,208674.69,162100.908215,24607.993233,14489.475238,7476.309595
n390,8,0.0039,1.600000,204102.47,74913.880921,111370.235390,9285.976418,8532.375223
n391,8,0.0039,1.600000,180652.43,100555.694005,54999.951614,20969.122358,4127.665124
n392,8,0.0039,1.600000,170966.68,6243.415291,128452.076826,9074.484690,27196.707571
n393,8,0.0039,1.600000,143797.67,9761.066053,92498.675580,32434.771441,9103.152456
n394,8,0.0039,1.600000,138646.83,81851.645600,43880.403964,10059.190620,2855.594236
n395,8,0.0039,1.600000,184123.86,129698.584368,36906.056013,10398.757729,7120.460224
n396,8,0.0039,1.600000,210916.62,160607.004722,20509.803358,20173.013112,9626.798626
n397,8,0.0039,1.600000,142763.65,4499.194431,112673.113442,17506.664239,8084.677063
n398,8,0.0039,1.600000,144689.30,8246.746495,105229.499600,7899.342469,23313.712413
n399,8,0.0039,1.600000,210068.92,88705.068171,38201.882542,74333.820868,8828.146424
n400,8,0.0039,1.600000,205630.59,111411.257471,8200.105192,20299.906927,65719.318068
n401,8,0.0039,1.600000,177553.04,102979.474493,68091.039690,3244.679267,3237.845106
n402,8,0.0039,1.600000,169862.21,30619.978194,104484.539688,21964.599842,12793.095574
n403,8,0.0039,1.600000,163419.32,122738.038482,34823.884018,2895.244481,2962.154360
n404,8,0.0039,1.600000,167903.31,7195.364243,2685.006965,123620.976877,34401.959313
n405,8,0.0039,1.600000,174920.88,76398.083231,7081.282652,84082.903778,7358.608703
n406,8,0.0039,1.600000,174292.62,7333.259564,135010.019426,16851.150428,15098.193103
n407,8,0.0039,1.600000,220514.18,33237.585445,150749.709232,16376.975463,20149.910615
n408,8,0.0039,1.600000,228997.95,174058.380679,24768.297916,17979.112356,12192.160169
n409,8,0.0039,1.600000,155440.48,90925.329126,5614.375103,29649.924408,29250.847936
n410,8,0.0039,1.600000,155102.27,122093.348645,24460.838956,5541.576444,3006.507816
n411,8,0.0039,1.600000,178103.39,2911.122844,134116.601376,19088.172218,21987.496522
n412,8,0.0039,1.600000,182857.04,21046.414307,134426.494880,8209.262694,19174.872887
n413,8,0.0039,1.600000,158247.71,113366.982423,25000.528092,16756.173454,3124.024353
n414,8,0.0039,1.600000,161070.29,121551.782580,30987.514909,4622.498160,3908.492860
n415,8,0.0039,1.600000,270595.24,25935.279166,143888.388995,78010.144640,22761.431219
n416,8,0.0039,1.600000,222139.90,141393.139410,38948.932967,30608.225895,11189.601102
n417,8,0.0039,1.600000,298885.61,221212.382440,42112.914308,18674.975463,16885.338907
n418,8,0.0039,1.600000,286733.80,189147.104334,76358.133233,13653.520976,7575.042670
n419,8,0.0039,1.600000,188539.15,132857.350402,6678.437048,10610.133988,38393.224788
n420,8,0.0039,1.600000,196444.19,47926.264075,29112.229407,50761.114727,68644.577501
n421,8,0.0039,1.600000,183111.08,137895.593671,35497.462416,4574.895155,5143.124857
n422,8,0.0039,1.600000,198806.29,127195.038261,52976.955849,9611.442347,9022.850576
n423,8,0.0039,1.600000,199849.44,61503.074614,112690.154247,10475.713347,15180.501655
n424,8,0.0039,1.600000,229435.27,167189.054016,44664.300641,9145.906623,8436.009583
n425,8,0.0039,1.600000,289752.00,32284.608628,132847.796295,63374.547457,61245.047378
n426,8,0.0039,1.600000,288066.54,5394.572662,161173.528705,57377.905680,64120.531293
n427,8,0.0039,1.600000,367130.69,250923.349610,40325.767610,37730.609066,38150.962474
n428,8,0.0039,1.600000,340744.36,238475.269432,30065.294852,37951.246527,34252.553063
n429,8,0.0039,1.600000,337343.52,69691.279270,205132.492450,33085.362536,29434.387814
n430,8,0.0039,1.600000,321331.55,12689.655387,247030.210620,28666.144197,32945.534952
n431,8,0.0039,1.600000,216803.18,141649.927214,44029.506906,17990.347826,13133.393594
n432,8,0.0039,1.600000,194678.72,3842.283185,151466.348891,31537.450386,7832.635442
n433,8,0.0039,1.600000,155635.05,21365.194145,116371.457375,13356.105455,4542.295173
n434,8,0.0039,1.600000,144632.69,27334.540119,2007.364174,35050.331107,80240.454991
n435,8,0.0039,1.600000,153782.53,83225.242716,2452.040887,63264.195835,4841.049568
n436,8,0.0039,1.600000,149673.30,42244.848087,85195.228113,11792.279167,10440.947705
n437,8,0.0039,1.600000,160034.20,31600.930330,114665.900579,9648.873787,4118.496943
n438,8,0.0039,1.600000,157425.70,3447.378577,105086.668718,9463.531805,39428.119087
n439,8,0.0039,1.600000,234725.97,6491.863024,17969.367170,176464.423363,33800.311457
n440,8,0.0039,1.600000,218220.03,55352.737323,139506.369910,17086.726393,6274.195691
n441,8,0.0039,1.600000,202885.33,158307.973255,17728.805390,19139.861607,7708.685419
n442,8,0.0039,1.600000,222368.91,171731.417838,33112.864397,7497.892816,10026.732049
n443,8,0.0039,1.600000,209920.86,137771.340675,65752.186929,3086.009045,3311.324313
n444,8,0.0039,1.600000,264921.08,196483.185103,27342.084827,24904.929815,16190.881516
n445,8,0.0039,1.600000,260304.45,121148.696150,99867.597318,19299.298199,19988.855406
n446,8,0.0039,1.600000,230426.45,127542.178022,65295.114679,23317.779387,14271.377953
n447,8,0.0039,1.600000,255388.51,197703.517281,13886.957510,22896.311797,20901.727416
n448,8,0.0039,1.600000,254537.33,14565.161823,150217.654537,55409.126596,34345.386133
n449,8,0.0039,1.600000,345145.10,55247.106697,226636.317435,34968.360026,28293.320725
n450,8,0.0039,1.600000,304959.38,113019.327070,158862.839637,13798.061585,19279.153677
n451,8,0.0039,1.600000,288420.28,12307.108476,72490.161975,134437.350939,69185.655404
n452,8,0.0039,1.600000,294588.74,220702.070332,35357.934757,23617.323187,14911.416097
n453,8,0.0039,1.600000,245182.89,153547.094170,41145.182810,31131.474976,19359.142017
n454,8,0.0039,1.600000,248954.10,75347.880790,158806.692312,4876.154897,9923.369652
n455,8,0.0039,1.600000,256423.45,126804.117144,27317.075466,81192.120399,21110.138651
n456,8,0.0039,1.600000,273796.44,25823.268334,206710.665755,25567.526993,15694.976275
n457,8,0.0039,1.600000,249185.07,103211.118847,125973.998285,10691.261238,9308.692544
n458,8,0.0039,1.600000,305953.05,136553.987807,157262.595447,3711.856916,8424.608361
n459,8,0.0039,1.600000,271522.22,4946.662155,191456.993806,40640.504215,34478.061537
n460,8,0.0039,1.600000,244286.88,32155.271595,185097.947378,16824.811625,10208.852414
n461,8,0.0039,1.600000,310137.36,108077.151519,173396.981827,12478.520462,16184.702549
n462,8,0.0039,1.600000,302274.67,60257.979632,212155.632258,13742.206838,16118.849131
n463,8,0.0039,1.600000,266364.00,182610.949128,5038.848431,58571.533283,20142.666288
n464,8,0.0039,1.600000,265324.32,204569.262606,6354.005940,41021.783187,13379.270931
n465,8,0.0039,1.600000,207833.96,133614.594507,28752.583033,27235.888913,18230.895419
n466,8,0.0039,1.600000,242854.50,1948.662118,13780.944211,121499.588279,105625.301285
n467,8,0.0039,1.600000,233519.76,25605.539743,7674.348874,148914.445433,51325.426104
n468,8,0.0039,1.600000,253474.59,198094.280614,35689.346606,11189.191306,8501.768496
n469,8,0.0039,1.600000,219768.87,10943.677820,169195.072305,11860.787598,27769.332493
n470,8,0.0039,1.600000,205748.87,12527.507925,161867.776330,8534.629508,22818.956332
n471,8,0.0039,1.600000,222049.27,20622.057737,5486.148490,126913.972308,69027.086682
n472,8,0.0039,1.600000,232684.46,6330.044755,22659.165906,164927.377194,38767.869378
n473,8,0.0039,1.600000,188787.73,31749.651601,141227.943936,7893.380473,7916.752066
n474,8,0.0039,1.600000,198241.84,152277.373702,33887.005119,6303.386144,5774.074390
n475,8,0.0039,1.600000,199201.26,139020.705176,23074.778416,12940.183017,24165.592593
n476,8,0.0039,1.600000,200147.38,82789.963508,33819.873304,58890.119634,24647.424623
n477,8,0.0039,1.600000,212806.77,167179.418176,6628.671278,23922.051323,15076.625999
n478,8,0.0039,1.600000,219921.51,171186.226615,10973.459596,18613.800803,19148.018007
n479,8,0.0039,1.600000,224370.73,85001.638347,123284.024618,10412.785785,5672.280140
n480,8,0.0039,1.600000,203086.89,6207.587691,152640.596982,35432.308182,8806.400098
n481,8,0.0039,1.600000,216614.19,18145.937958,169011.385003,18606.815530,10850.048299
n482,8,0.0039,1.600000,204198.17,155700.636970,16124.402836,22603.853143,9769.273137
n483,8,0.0039,1.600000,214601.99,15656.946145,167286.227035,9463.696723,22195.121465
n484,8,0.0039,1.600000,206065.45,159993.969492,20661.309496,12076.020457,13334.152416
n485,8,0.0039,1.600000,195829.45,116705.880419,70841.609565,4260.895456,4021.064005
n486,8,0.0039,1.600000,189768.10,131371.771091,51476.794004,2095.798720,4823.731869
n487,8,0.0039,1.600000,232551.24,95790.875204,119058.528010,10049.342584,7652.498547
n488,8,0.0039,1.600000,252500.63,26704.378757,174631.957452,29642.242770,21522.051205
n489,8,0.0039,1.600000,188302.05,123331.894199,59753.764221,2667.602270,2548.788293
n490,8,0.0039,1.600000,201178.83,156483.421180,30836.538856,9292.562498,4566.308520
n491,8,0.0039,1.600000,168436.43,47187.976917,114620.527055,4048.190388,2579.730751
n492,8,0.0039,1.600000,171147.05,2369.354886,112302.547623,15667.636247,40807.512352
n493,8,0.0039,1.600000,138632.54,98074.938390,9587.591028,6223.476480,24746.535485
n494,8,0.0039,1.600000,131932.15,2286.652647,8520.924278,33312.707972,87811.863009
n495,8,0.0039,1.600000,208497.74,51740.951983,149247.971385,3188.308570,4320.509591
n496,8,0.0039,1.600000,210268.13,10270.490201,126693.893004,61597.872331,11705.875832
n497,8,0.0039,1.600000,217331.73,145707.183936,6752.277931,25551.439871,39320.830665
n498,8,0.0039,1.600000,268119.03,41770.334547,116539.924873,39967.585423,69841.190103
n499,8,0.0039,1.600000,227053.92,169060.907270,47661.252528,5000.082492,5331.677561
n500,8,0.0039,1.600000,237626.16,20975.951511,151834.476605,39362.816392,25452.912659
n501,8,0.0039,1.600000,189444.06,4006.133402,7647.927669,126004.171935,51785.829630
n502,8,0.0039,1.600000,184410.54,20889.112295,5515.870725,129652.325769,28353.227583
n503,8,0.0039,1.600000,389897.90,149894.853921,83735.018293,106365.216924,49902.811325
n504,8,0.0039,1.600000,341293.43,31676.785831,247914.442478,39933.231959,21768.971828
n505,8,0.0039,1.600000,242336.99,25551.130657,123711.471716,47729.530077,45344.854263
n506,8,0.0039,1.600000,228854.47,5163.751791,152541.392677,39294.034625,31855.288078
n507,8,0.0039,1.600000,231975.53,2465.048909,84724.439106,31482.599724,113303.440564
n508,8,0.0039,1.600000,254235.85,65512.076627,144137.478234,35483.384858,9102.906566
n509,8,0.0039,1.600000,232849.21,180463.645175,28951.868014,16182.885872,7250.815361
n510,8,0.0039,1.600000,305742.33,43188.592871,146379.210104,56365.183245,59809.343533
n511,9,0.0020,1.500000,138547.28,51519.969150,29725.500533,33501.374182,23800.431389
n512,9,0.0020,1.500000,137013.33,47358.278898,24119.298450,39089.165698,26446.585094
n513,9,0.0020,1.500000,158651.65,23934.447810,29003.373903,40529.567450,65184.261336
n514,9,0.0020,1.500000,181584.13,122025.476443,18528.445963,21405.959928,19624.243375
n515,9,0.0020,1.500000,195350.14,82688.356588,65645.830990,21994.167546,25021.789269
n516,9,0.0020,1.500000,190860.91,88202.679975,36585.221665,36975.753326,29097.253163
n517,9,0.0020,1.500000,152736.83,86613.408236,33095.253888,20809.435808,12218.729541
n518,9,0.0020,1.500000,174408.30,94385.520484,47439.906220,11959.832614,20623.044684
n519,9,0.0020,1.500000,215562.09,117382.620437,41515.340359,25454.269036,31209.864362
n520,9,0.0020,1.500000,190609.42,15144.431604,49691.764637,88141.169401,37632.059122
n521,9,0.0020,1.500000,255894.27,90120.305872,53061.002568,57498.040088,55214.925454
n522,9,0.0020,1.500000,281543.09,133015.922807,66288.188141,43559.171821,38679.804028
n523,9,0.0020,1.500000,255295.28,118199.336926,63103.887555,38532.151858,35459.902668
n524,9,0.0020,1.500000,265862.34,50344.194458,47340.888239,94798.639350,73378.615694
n525,9,0.0020,1.500000,286831.00,79379.899824,70228.031107,79555.634356,57667.430449
n526,9,0.0020,1.500000,316893.62,137244.184440,53715.238031,60775.754696,65158.443419
n527,9,0.0020,1.500000,248966.40,62645.331747,44803.077968,88400.482091,53117.511332
n528,9,0.0020,1.500000,220939.18,112825.232173,49769.225264,34879.577961,23465.141070
n529,9,0.0020,1.500000,237455.18,135482.182496,31803.992277,38950.718093,31218.286740
n530,9,0.0020,1.500000,245865.76,30047.219045,128907.117627,49010.582343,37900.844958
n531,9,0.0020,1.500000,213989.87,48022.048755,79770.906175,51450.744235,34746.170477
n532,9,0.0020,1.500000,261943.88,75590.187256,102557.067808,40105.830945,43690.797026
n533,9,0.0020,1.500000,232279.03,80863.275286,75504.492174,42245.318763,33665.940372
n534,9,0.0020,1.500000,226961.85,31502.823854,84242.739745,64449.862061,46766.423760
n535,9,0.0020,1.500000,163041.51,43559.544139,42725.168754,29417.939916,47338.861128
n536,9,0.0020,1.500000,160260.03,58206.443699,55880.158870,22375.822562,23797.609702
n537,9,0.0020,1.500000,176467.76,60390.012393,44457.095001,29970.998815,41649.656305
n538,9,0.0020,1.500000,158666.61,25825.973680,98541.505343,14086.640740,20212.494809
n539,9,0.0020,1.500000,166721.45,92314.616600,22064.419987,25181.358230,27161.054189
n540,9,0.0020,1.500000,149131.43,15694.977050,11469.817352,60513.287948,61453.347578
n541,9,0.0020,1.500000,180761.51,79817.860790,81987.666273,10027.557452,8928.429734
n542,9,0.0020,1.500000,156075.02,61405.258755,65634.902070,14284.864727,14749.995224
n543,9,0.0020,1.500000,165491.61,70240.102207,18794.457627,41586.087182,34870.961104
n544,9,0.0020,1.500000,192744.38,87497.958156,68328.781641,18726.816352,18190.828839
n545,9,0.0020,1.500000,156633.08,15054.310035,98956.278418,20726.110543,21896.378731
n546,9,0.0020,1.500000,146001.55,96454.724708,12227.025125,16633.782631,20686.021007
n547,9,0.0020,1.500000,176868.47,21399.916151,66150.467145,47633.967217,41684.123420
n548,9,0.0020,1.500000,166248.40,98935.296409,22748.013736,26004.941449,18560.145705
n549,9,0.0020,1.500000,181905.31,92392.892954,41801.330239,24218.771632,23492.315326
n550,9,0.0020,1.500000,204661.24,87275.678639,64455.204564,29701.028764,23229.328238
n551,9,0.0020,1.500000,251376.98,44058.938356,107234.134739,54149.532547,45934.376647
n552,9,0.0020,1.500000,258936.48,79049.104170,81729.981424,54743.138677,43414.250788
n553,9,0.0020,1.500000,239770.90,58387.654285,35839.051489,80352.302362,65191.888597
n554,9,0.0020,1.500000,215932.34,35460.614425,29904.377830,98778.225873,51789.124983
n555,9,0.0020,1.500000,204965.73,22248.760148,77863.297759,72846.751686,32006.916091
n556,9,0.0020,1.500000,217644.99,134425.737027,32068.643199,30485.858210,20664.749845
n557,9,0.0020,1.500000,236355.97,21309.703577,66072.543454,109583.204737,39390.520781
n558,9,0.0020,1.500000,244959.45,60990.649541,80151.183195,44036.555845,59781.057374
n559,9,0.0020,1.500000,341000.55,80670.079185,103942.417085,78704.162324,77683.891749
n560,9,0.0020,1.500000,316482.13,77925.878141,81855.791045,67842.098520,88858.363793
n561,9,0.0020,1.500000,340041.23,78047.059335,86373.115349,89870.454813,85750.598500
n562,9,0.0020,1.500000,394739.37,90896.633120,90801.009850,97424.071154,115617.654662
n563,9,0.0020,1.500000,243406.42,31541.414468,51169.813511,82848.221549,77846.969416
n564,9,0.0020,1.500000,234403.74,75540.988559,54056.013910,54413.814119,50392.926675
n565,9,0.0020,1.500000,339751.46,137173.909830,66508.722150,68101.554495,67967.274742
n566,9,0.0020,1.500000,346911.19,86713.948240,80300.203684,86778.297474,93118.740790
n567,9,0.0020,1.500000,228079.42,36599.600125,109975.810231,36739.939569,44764.072098
n568,9,0.0020,1.500000,207566.48,127186.634915,26825.176128,29265.070337,24289.598911
n569,9,0.0020,1.500000,212814.04,52308.022740,23467.155732,92439.602328,44599.260995
n570,9,0.0020,1.500000,239330.35,40100.732201,113294.951028,45333.397110,40601.271000
n571,9,0.0020,1.500000,340932.20,71847.180155,81225.316972,91842.082506,96017.618525
n572,9,0.0020,1.500000,377891.64,88638.798387,82765.706194,99541.125576,106946.012248
n573,9,0.0020,1.500000,287938.56,88785.277936,81396.484705,52253.748036,65503.045973
n574,9,0.0020,1.500000,263670.68,17527.051064,72550.403887,84888.174370,88705.046115
n575,9,0.0020,1.500000,336439.24,82142.398882,75009.982830,93624.781388,85662.076145
n576,9,0.0020,1.500000,319775.24,151870.764311,54012.360908,56656.270810,57235.844302
n577,9,0.0020,1.500000,322185.32,46837.185830,63140.284335,121244.759122,90963.091421
n578,9,0.0020,1.500000,311891.58,47310.961963,38287.861516,82124.585224,144168.169753
n579,9,0.0020,1.500000,401809.68,84503.814267,102885.601009,97459.879794,116960.384311
n580,9,0.0020,1.500000,401068.94,77382.135877,96654.210035,105930.240142,121102.354028
n581,9,0.0020,1.500000,292749.55,35876.694586,84492.876474,72741.232702,99638.747398
n582,9,0.0020,1.500000,300998.67,91296.785531,62602.619317,69921.218618,77178.048919
n583,9,0.0020,1.500000,401501.37,97924.366851,87655.564837,110343.887713,105577.555174
n584,9,0.0020,1.500000,375417.58,75505.997090,87398.418239,103437.748916,109075.417957
n585,9,0.0020,1.500000,428019.30,70613.832914,63173.427308,140625.403888,153606.634437
n586,9,0.0020,1.500000,415789.46,78248.954018,88808.677202,109524.049565,139207.781429
n587,9,0.0020,1.500000,506045.01,55653.020661,169972.380141,106947.712138,173471.901901
n588,9,0.0020,1.500000,527972.58,44918.438159,202305.156485,158239.717825,122509.270749
n589,9,0.0020,1.500000,534536.46,134808.176408,60606.781665,109209.665124,229911.836349
n590,9,0.0020,1.500000,502216.33,80327.854196,99758.365792,112604.133404,209525.980645
n591,9,0.0020,1.500000,299489.48,68269.549777,97960.232468,66580.627368,66679.073759
n592,9,0.0020,1.500000,381066.78,95190.629214,93296.172894,94293.969371,98286.009357
n593,9,0.0020,1.500000,340530.78,62015.700844,94373.198177,93202.206996,90939.672978
n594,9,0.0020,1.500000,404562.02,82716.603926,99198.520213,107997.546880,114649.349467
n595,9,0.0020,1.500000,328402.48,48849.828257,71008.897734,107164.620787,101379.132064
n596,9,0.0020,1.500000,320243.05,52982.691077,111327.362107,73876.267973,82056.726905
n597,9,0.0020,1.500000,401706.05,99530.134739,87544.100011,111078.391858,103553.422382
n598,9,0.0020,1.500000,349823.83,134262.201702,71269.099554,71751.598360,72540.930218
n599,9,0.0020,1.500000,318038.60,163071.153586,46641.354288,49906.314792,58419.776241
n600,9,0.0020,1.500000,290817.14,85729.968597,84640.673690,61790.531940,58655.967242
n601,9,0.0020,1.500000,272728.90,18262.677741,47214.991092,94240.027676,113011.198801
n602,9,0.0020,1.500000,279237.69,91614.954990,88065.565633,51402.685710,48154.481707
n603,9,0.0020,1.500000,295907.18,96682.008632,45069.456377,79278.756683,74876.953968
n604,9,0.0020,1.500000,368859.30,82687.076234,92776.382947,93031.352489,100364.493110
n605,9,0.0020,1.500000,392426.85,85592.759804,81179.964920,105137.245429,120516.882147
n606,9,0.0020,1.500000,310345.49,45706.886932,107012.235555,77595.528331,80030.842735
n607,9,0.0020,1.500000,248415.17,60130.851161,59379.212848,83544.994040,45360.116297
n608,9,0.0020,1.500000,259691.48,76016.411564,112124.900118,31305.007826,40245.163425
n609,9,0.0020,1.500000,231738.58,82888.668396,69341.639369,44911.696389,34596.575757
n610,9,0.0020,1.500000,228986.96,16404.215440,35016.704118,126701.272020,50864.772589
n611,9,0.0020,1.500000,276456.85,136701.368178,59408.430612,43914.754421,36432.294484
n612,9,0.0020,1.500000,232187.11,58469.778101,23441.393457,52308.026083,97967.910533
n613,9,0.0020,1.500000,185028.76,24292.917760,87839.052514,36602.713837,36294.075537
n614,9,0.0020,1.500000,217446.82,127111.181268,30623.712807,30519.631804,29192.294701
n615,9,0.0020,1.500000,197486.65,107122.157886,38151.755873,31269.052750,20943.685911
n616,9,0.0020,1.500000,159383.37,31692.638108,47840.817457,43058.538117,36791.376133
n617,9,0.0020,1.500000,174648.72,49155.908842,53587.208820,21460.294236,50445.304254
n618,9,0.0020,1.500000,197061.02,129267.240124,19268.274109,23470.327289,25055.174325
n619,9,0.0020,1.500000,156581.88,104092.267639,14350.004740,20418.592855,17721.010147
n620,9,0.0020,1.500000,181010.08,27410.358826,79124.604142,45375.351223,29099.761225
n621,9,0.0020,1.500000,196795.44,56951.000672,48243.386818,67306.235643,24294.814830
n622,9,0.0020,1.500000,188415.78,39304.566779,42967.730392,72691.443366,33452.036661
n623,9,0.0020,1.500000,336237.28,90265.168803,82134.783982,81488.097159,82349.232008
n624,9,0.0020,1.500000,351222.13,99492.680392,51041.884579,93555.651358,107131.913385
n625,9,0.0020,1.500000,320263.51,95232.951046,74648.453449,76937.602947,73444.504068
n626,9,0.0020,1.500000,355819.96,63672.688801,105513.588396,93299.114417,93334.569512
n627,9,0.0020,1.500000,262886.24,109222.329615,58447.077801,50275.569463,44941.265285
n628,9,0.0020,1.500000,264166.71,69523.160408,95431.614825,55031.815682,44180.122181
n629,9,0.0020,1.500000,260006.32,30974.216756,131620.524106,48455.896388,48955.685645
n630,9,0.0020,1.500000,267108.85,38660.572756,113781.458081,59036.976854,55629.840173
n631,9,0.0020,1.500000,277295.63,67420.288740,97487.972825,60532.025187,51855.343213
n632,9,0.0020,1.500000,373318.89,120086.043667,78987.271165,88598.245934,85647.326939
