Nodo,Stage,Probability,Gamma,Wealth,stock1,stock2,bond,money
n315,8,0.0039,2.400000,174603.45,17413.722675,36839.681953,54499.444737,65850.597078
n316,8,0.0039,2.400000,169533.45,40473.591107,34415.312444,29090.292429,65554.251571
n317,8,0.0039,2.400000,174910.75,47233.913184,18826.415518,37199.982083,71650.435694
n318,8,0.0039,2.400000,175903.69,25780.058891,32578.549168,58497.008270,59048.077571
n319,8,0.0039,2.400000,130544.88,18877.980379,22926.667865,48244.175433,40496.051812
n320,8,0.0039,2.400000,136095.04,23473.363150,22142.204743,36103.701381,54375.772141
n321,8,0.0039,2.400000,140420.34,24022.505673,22042.083886,42141.914800,52213.839293
n322,8,0.0039,2.400000,139759.72,18348.338486,25283.850125,40174.103834,55953.423285
n323,8,0.0039,2.400000,130866.26,20082.348702,32514.186370,34541.609789,43728.114787
n324,8,0.0039,2.400000,119674.62,27128.736358,33576.596133,26326.992174,32642.299622
n325,8,0.0039,2.400000,134394.95,39963.602051,35380.458007,31391.459082,27659.427840
n326,8,0.0039,2.400000,133268.67,20441.965221,23970.364800,34271.645220,54584.699718
n327,8,0.0039,2.400000,167533.38,48800.881588,25756.614008,38758.967233,54216.912790
n328,8,0.0039,2.400000,163075.94,36264.031199,58516.310686,24360.741134,43934.855872
n329,8,0.0039,2.400000,165229.54,50089.901787,19401.224840,34806.763205,60931.654422
n330,8,0.0039,2.400000,161255.10,19761.918534,17706.123685,67932.530739,55854.522232
n331,8,0.0039,2.400000,153377.29,17827.757006,29087.914782,57925.070309,48536.551509
n332,8,0.0039,2.400000,160629.39,21140.416997,21447.411885,53813.711453,64227.852274
n333,8,0.0039,2.400000,159602.66,38767.907756,24837.856669,40471.895386,55524.999569
n334,8,0.0039,2.400000,158406.02,13948.563915,64091.128061,33220.873589,47145.450502
n335,8,0.0039,2.400000,130665.98,18725.254295,22669.276369,49667.412823,39604.041247
n336,8,0.0039,2.400000,132043.79,18742.045605,18986.666344,41401.730148,52913.347684
n337,8,0.0039,2.400000,135453.38,21187.401190,35503.628471,31657.070601,47105.277018
n338,8,0.0039,2.400000,139009.13,39230.705215,50039.851463,23001.628891,26736.943753
n339,8,0.0039,2.400000,110950.77,29050.062364,21713.821687,25147.910194,35038.977552
n340,8,0.0039,2.400000,113418.09,17321.635909,30646.554498,21133.431390,44316.465599
n341,8,0.0039,2.400000,122529.52,29683.096740,27742.246261,26444.422483,38659.753058
n342,8,0.0039,2.400000,124048.89,35039.920921,27803.458644,24259.430284,36946.078129
n343,8,0.0039,2.400000,122854.22,34139.437946,23751.682635,26240.198688,38722.898100
n344,8,0.0039,2.400000,131448.33,54722.403375,22313.532676,23193.810605,31218.583506
n345,8,0.0039,2.400000,117887.74,36438.011898,22542.831757,29624.060623,29282.831006
n346,8,0.0039,2.400000,135741.66,21229.646315,21030.282298,40280.204170,53201.523367
n347,8,0.0039,2.400000,143320.73,33399.986277,31505.652281,31319.730765,47095.362764
n348,8,0.0039,2.400000,151361.94,24418.276679,39242.056500,41024.202569,46677.407591
n349,8,0.0039,2.400000,132747.30,17630.881163,36604.938353,24758.915586,53752.568742
n350,8,0.0039,2.400000,136483.78,22247.464364,22436.584894,34760.691532,57039.041810
n351,8,0.0039,2.400000,151009.51,24551.590683,68606.022887,23774.351695,34077.544452
n352,8,0.0039,2.400000,131199.90,54322.957408,28822.376553,21970.808007,26083.763018
n353,8,0.0039,2.400000,143327.02,52052.668738,28789.727654,23730.930267,38753.691276
n354,8,0.0039,2.400000,143877.93,24128.575707,28670.316450,33525.627940,57553.407307
n355,8,0.0039,2.400000,133088.55,27665.651411,39730.624344,36522.758823,29169.518567
n356,8,0.0039,2.400000,135414.30,36137.247508,27033.256931,32671.338072,39572.457037
n357,8,0.0039,2.400000,129471.87,34891.999756,39923.475553,28058.812167,26597.585278
n358,8,0.0039,2.400000,151107.79,19012.000262,23059.124617,49990.066227,59046.595317
n359,8,0.0039,2.400000,142106.39,58063.711128,23997.894422,26422.277257,33622.506330
n360,8,0.0039,2.400000,139467.72,18355.824613,51083.288556,25796.564527,44232.037997
n361,8,0.0039,2.400000,117896.55,21274.313673,34089.617985,27658.641300,34873.972334
n362,8,0.0039,2.400000,129088.99,21691.208846,50952.201184,28495.949294,27949.631547
n363,8,0.0039,2.400000,140933.96,22867.516336,21653.257378,51217.977363,45195.209401
n364,8,0.0039,2.400000,145728.67,24118.189041,32821.655464,36703.871643,52084.952007
n365,8,0.0039,2.400000,130342.82,17870.794307,35319.584937,34719.049098,42433.388070
n366,8,0.0039,2.400000,134854.23,46391.292951,22302.916897,40404.483990,25755.540667
n367,8,0.0039,2.400000,159059.38,39788.649590,27079.661700,31076.564652,61114.508015
n368,8,0.0039,2.400000,157544.68,25062.933850,21917.176504,44643.828453,65920.745898
n369,8,0.0039,2.400000,156794.54,16390.117221,33441.712999,30262.335316,76700.373677
n370,8,0.0039,2.400000,146131.66,20666.849102,58419.895510,25617.925952,41426.993754
n371,8,0.0039,2.400000,150215.53,22290.422880,61363.759627,25514.076752,41047.273236
n372,8,0.0039,2.400000,151209.13,19913.702711,57210.877649,41245.741790,32838.810428
n373,8,0.0039,2.400000,163987.73,22990.901676,41158.176017,24560.348279,75278.308869
n374,8,0.0039,2.400000,170103.98,71755.106444,25501.611969,33973.558500,38873.705412
n375,8,0.0039,2.400000,131810.87,24473.963632,48164.499026,25454.246518,33718.162686
n376,8,0.0039,2.400000,140387.83,25217.786054,19685.183451,45225.333128,50259.523447
n377,8,0.0039,2.400000,150920.35,24925.313343,24803.187063,49721.754278,51470.098245
n378,8,0.0039,2.400000,134185.73,45072.052323,29857.816147,30198.391935,29057.474557
n379,8,0.0039,2.400000,181982.79,20412.775877,29538.665359,51961.722334,80069.627575
n380,8,0.0039,2.400000,183735.19,16913.251109,23391.642124,65445.806954,77984.489659
n381,8,0.0039,2.400000,186196.32,37084.257161,26921.233949,51312.880135,70877.947405
n382,8,0.0039,2.400000,185914.13,19206.765147,22727.939840,85590.493864,58388.935285
n383,8,0.0039,2.400000,139077.20,51034.937464,34029.663877,26501.486639,27511.116015
n384,8,0.0039,2.400000,140391.93,22575.824851,23840.789853,52437.159249,41538.158704
n385,8,0.0039,2.400000,141732.29,22278.334735,25300.418266,39554.514869,54599.024667
n386,8,0.0039,2.400000,144631.85,18076.620494,31669.621536,46572.307620,48313.302616
n387,8,0.0039,2.400000,143720.34,39281.613129,27324.565162,33785.588693,43328.570219
n388,8,0.0039,2.400000,147117.69,37932.701549,23117.296660,31987.452838,54080.234997
n389,8,0.0039,2.400000,145597.76,20371.891034,27013.538459,39790.762796,58421.566442
n390,8,0.0039,2.400000,144264.27,24350.381004,25280.980457,44816.517253,49816.392908
n391,8,0.0039,2.400000,114454.89,20698.487505,22254.348717,28646.617265,42855.436035
n392,8,0.0039,2.400000,101011.02,28623.090349,22338.205882,26526.943812,23522.782631
n393,8,0.0039,2.400000,119871.45,33958.690627,23940.002362,26845.388849,35127.370169
n394,8,0.0039,2.400000,118377.10,21052.247465,23430.334165,29576.112370,44318.402753
n395,8,0.0039,2.400000,120674.78,21401.965061,27515.277411,32220.451848,39537.083782
n396,8,0.0039,2.400000,124739.82,20262.388454,25405.305915,33266.593421,45805.530198
n397,8,0.0039,2.400000,119744.97,43347.887171,18544.209175,24983.017448,32869.852514
n398,8,0.0039,2.400000,120370.23,33671.597655,24281.049976,34985.017257,27432.567281
n399,8,0.0039,2.400000,153842.54,23599.226724,28554.668263,31622.476541,70066.173286
n400,8,0.0039,2.400000,148124.84,24052.579753,53030.139301,39536.645362,31505.476573
n401,8,0.0039,2.400000,137795.17,22325.672024,22905.121257,46113.036008,46451.341243
n402,8,0.0039,2.400000,131733.19,29705.981032,24689.156937,36860.486795,40477.570071
n403,8,0.0039,2.400000,135292.55,19233.399545,22117.227568,46473.069108,47468.849282
n404,8,0.0039,2.400000,143590.98,37811.253287,55804.150213,24482.213337,25493.363447
n405,8,0.0039,2.400000,141893.92,24403.615200,45039.360366,25532.242549,46918.700338
n406,8,0.0039,2.400000,132843.82,43046.942093,24054.670824,31561.547300,34180.655962
n407,8,0.0039,2.400000,142331.71,30752.463597,25224.558760,45501.089297,40853.597545
n408,8,0.0039,2.400000,149969.09,21851.967923,32866.045755,41446.321616,53804.750837
n409,8,0.0039,2.400000,128463.85,23980.673069,41447.495659,31632.959012,31402.717423
n410,8,0.0039,2.400000,130505.05,18184.955820,23033.459384,35511.065383,53775.570265
n411,8,0.0039,2.400000,146737.30,64128.308341,22979.544518,30850.117614,28779.325355
n412,8,0.0039,2.400000,146743.73,22897.206697,22792.583879,58233.880031,42820.061174
n413,8,0.0039,2.400000,123669.77,21831.621988,23447.728572,29443.343772,48947.074608
n414,8,0.0039,2.400000,125263.88,21184.776961,23425.206332,36695.186690,43958.714397
n415,8,0.0039,2.400000,169441.98,52724.404510,26774.329045,29745.343541,60197.904210
n416,8,0.0039,2.400000,155465.19,25241.451215,30600.593172,40137.136358,59486.004892
n417,8,0.0039,2.400000,165421.33,20710.303023,27162.861158,53916.331220,63631.837027
n418,8,0.0039,2.400000,162097.92,20512.796052,24211.613655,45589.948289,71783.558210
n419,8,0.0039,2.400000,118362.74,22052.004898,37361.488882,31712.872725,27236.370081
n420,8,0.0039,2.400000,139940.78,33552.097174,38395.992707,34837.667899,33155.019368
n421,8,0.0039,2.400000,131711.51,21159.208414,24811.324051,45182.690309,40558.289534
n422,8,0.0039,2.400000,148404.93,24468.811418,25825.135292,45682.492122,52428.486326
n423,8,0.0039,2.400000,122635.83,26095.500890,24371.224437,37300.338884,34868.768292
n424,8,0.0039,2.400000,138092.02,22291.384020,24397.536136,42664.984260,48738.120177
n425,8,0.0039,2.400000,154619.75,24968.145849,25539.985908,52468.060634,51643.556272
n426,8,0.0039,2.400000,151478.21,68294.866421,24190.881047,27556.494265,31435.972587
n427,8,0.0039,2.400000,160452.87,21888.120160,35165.451430,47640.701682,55758.599843
n428,8,0.0039,2.400000,159662.86,23568.667767,40217.927400,47851.028574,48025.232027
n429,8,0.0039,2.400000,152592.11,28499.624608,24349.430219,46935.976413,52807.081728
n430,8,0.0039,2.400000,152034.57,55469.334272,21292.509677,40643.316979,34629.407473
n431,8,0.0039,2.400000,147620.82,22683.818445,27428.407312,44502.127022,53006.467700
n432,8,0.0039,2.400000,149815.11,66805.620427,18402.343345,24159.427521,40447.717952
n433,8,0.0039,2.400000,117033.20,25119.001574,21991.456394,29447.722744,40475.023524
n434,8,0.0039,2.400000,132161.79,25012.278750,49584.369657,30971.299577,26593.844423
n435,8,0.0039,2.400000,139090.42,22833.785181,50058.745382,25469.093094,40728.797586
n436,8,0.0039,2.400000,132468.69,22114.424671,24967.279855,41413.678495,43973.308286
n437,8,0.0039,2.400000,141083.45,24434.670262,23242.437881,37847.395384,55558.941539
n438,8,0.0039,2.400000,137796.82,49568.655577,24711.245710,36775.062041,26741.856815
n439,8,0.0039,2.400000,156875.01,68414.350225,38589.644172,21663.467936,28207.544866
n440,8,0.0039,2.400000,153363.25,25176.343825,19602.978113,37425.941074,71157.988350
n441,8,0.0039,2.400000,143894.55,17835.110096,27889.618777,38761.764685,59408.056322
n442,8,0.0039,2.400000,142945.53,17691.985920,24360.454857,57990.553927,42902.535412
n443,8,0.0039,2.400000,140107.01,18691.426519,19948.885122,54692.269685,46774.430143
n444,8,0.0039,2.400000,147325.70,22643.298095,34049.543953,38685.362288,51947.494863
n445,8,0.0039,2.400000,155687.81,25031.477552,29290.393563,47358.711009,54007.223092
n446,8,0.0039,2.400000,154144.89,26301.721996,30094.936579,42786.995163,54961.239285
n447,8,0.0039,2.400000,174884.50,18011.546866,69228.611763,38336.532662,49307.807914
n448,8,0.0039,2.400000,184387.31,47123.034882,34312.301487,43075.635359,59876.339795
n449,8,0.0039,2.400000,182168.72,27996.912018,20601.908407,59829.224462,73740.674848
n450,8,0.0039,2.400000,181704.05,23606.939300,22577.765664,74033.106911,61486.240716
n451,8,0.0039,2.400000,173837.89,69983.021891,31124.093075,29147.465602,43583.306626
n452,8,0.0039,2.400000,178760.00,12226.050015,26002.045311,39911.387855,100620.515678
n453,8,0.0039,2.400000,178206.20,22540.982314,34767.923302,57309.586992,63587.702935
n454,8,0.0039,2.400000,174695.26,21374.004831,20415.483302,84687.026115,48218.742916
n455,8,0.0039,2.400000,156306.08,25180.771974,35902.747736,34798.030567,60424.530189
n456,8,0.0039,2.400000,152938.19,41845.846979,19736.956365,33489.675523,57865.714077
n457,8,0.0039,2.400000,148856.35,22961.320591,23773.211533,46616.545726,55505.267544
n458,8,0.0039,2.400000,164485.27,16578.599528,16404.640387,82647.343887,48854.681627
n459,8,0.0039,2.400000,165955.14,83595.824934,21288.026134,27317.710158,33753.579863
n460,8,0.0039,2.400000,154389.73,28334.425818,19676.894896,44502.569645,61875.841291
n461,8,0.0039,2.400000,167598.14,23666.536617,23179.929167,67097.972074,53653.701226
n462,8,0.0039,2.400000,168677.66,26423.936794,20295.851239,67799.075172,54158.794197
n463,8,0.0039,2.400000,169281.98,20811.027891,84829.892854,24774.801280,38866.258395
n464,8,0.0039,2.400000,143641.07,14641.544540,60727.073163,25559.566547,42712.890629
n465,8,0.0039,2.400000,149662.81,25778.436478,37692.838349,39533.077704,46658.460755
n466,8,0.0039,2.400000,152011.75,76604.318353,30851.193701,21594.287374,22961.952727
n467,8,0.0039,2.400000,146248.16,35374.775819,55431.147436,25100.460436,30341.772528
n468,8,0.0039,2.400000,147996.50,13735.070855,22846.614982,48830.634325,62584.174956
n469,8,0.0039,2.400000,133171.23,26197.315884,17535.838019,49727.730087,39710.347048
n470,8,0.0039,2.400000,137720.99,22656.724849,17457.331018,55609.707042,41997.224481
n471,8,0.0039,2.400000,152407.66,35313.280774,62184.539350,25993.125527,28916.714595
n472,8,0.0039,2.400000,156216.45,66252.227615,37286.436238,23154.529830,29523.253415
n473,8,0.0039,2.400000,130650.36,25938.778423,21491.602076,41862.044994,41357.929849
n474,8,0.0039,2.400000,139945.00,18269.208877,23671.083317,46544.785512,51459.919123
n475,8,0.0039,2.400000,157455.81,26516.575962,40126.033448,51454.718272,39358.480989
n476,8,0.0039,2.400000,162108.01,25338.560640,39181.236517,40440.650441,57147.564773
n477,8,0.0039,2.400000,143303.73,16161.408071,59066.208032,28846.895660,39229.218149
n478,8,0.0039,2.400000,152474.09,18588.225080,53459.786740,39535.412028,40890.666860
n479,8,0.0039,2.400000,150370.83,24298.385924,23346.645235,41963.730052,60762.067841
n480,8,0.0039,2.400000,148708.99,56503.606201,20517.603088,27052.563955,44635.212855
n481,8,0.0039,2.400000,148297.57,30356.908009,19443.098158,42923.563044,55574.005309
n482,8,0.0039,2.400000,149213.43,22185.864995,41164.990780,34212.447662,51650.130222
n483,8,0.0039,2.400000,127577.28,35743.384244,20484.783675,40424.552266,30924.561844
n484,8,0.0039,2.400000,133258.53,17507.766362,25508.629277,44676.360415,45565.771077
n485,8,0.0039,2.400000,127225.56,18779.713642,21451.579316,42220.385924,44773.878985
n486,8,0.0039,2.400000,128735.73,20710.272149,21802.995464,51696.194794,34526.266177
n487,8,0.0039,2.400000,136501.60,23028.302997,22578.724134,39959.772539,50934.803918
n488,8,0.0039,2.400000,130977.28,31134.164530,21382.645077,36714.821031,41745.645674
n489,8,0.0039,2.400000,124076.13,18155.656505,18855.097461,41018.262426,46047.114105
n490,8,0.0039,2.400000,129323.56,17285.221027,23724.454906,35759.882669,52554.003779
n491,8,0.0039,2.400000,124783.92,21168.373221,20610.203640,35396.297834,47609.042544
n492,8,0.0039,2.400000,135520.11,53598.548441,23779.085053,32320.770282,25821.709690
n493,8,0.0039,2.400000,110345.30,22687.033562,28391.330597,32880.432510,26386.502668
n494,8,0.0039,2.400000,106859.18,26983.439799,27526.372940,26471.482929,25877.886242
n495,8,0.0039,2.400000,163231.10,19554.478997,17564.884104,73440.165079,52671.569064
n496,8,0.0039,2.400000,148401.21,46707.419658,25506.328107,28559.155863,47628.302052
n497,8,0.0039,2.400000,151369.92,24977.600798,58770.548853,36282.088670,31339.685969
n498,8,0.0039,2.400000,163584.96,42664.723264,35379.288656,48060.037244,37480.909737
n499,8,0.0039,2.400000,146421.26,14856.631890,21714.702551,55192.372919,54657.556573
n500,8,0.0039,2.400000,164981.93,38725.491859,27497.590559,43153.559449,55605.288755
n501,8,0.0039,2.400000,144220.21,53986.174914,38156.709157,25129.174609,26948.151056
n502,8,0.0039,2.400000,136943.58,31241.432472,47545.371157,24693.034315,33463.745596
n503,8,0.0039,2.400000,178912.13,15425.501314,19320.695438,62765.463310,81400.466984
n504,8,0.0039,2.400000,180191.34,20432.534900,13934.671725,48554.959466,97269.173422
n505,8,0.0039,2.400000,152130.02,47843.721010,28930.435941,35153.052459,40202.813367
n506,8,0.0039,2.400000,144984.14,62361.410594,22664.311302,28195.219315,31763.195972
n507,8,0.0039,2.400000,152594.13,69997.358284,25052.272118,32220.300942,25324.196553
n508,8,0.0039,2.400000,163072.88,27848.748974,24447.314042,37869.880153,72906.941288
n509,8,0.0039,2.400000,160923.30,16657.906401,28362.917463,42492.532118,73409.948094
n510,8,0.0039,2.400000,172040.27,25324.688152,24418.047509,54925.106849,67372.423572
n511,9,0.0020,2.600000,128851.05,28691.070013,31794.105750,32362.344988,36003.528610
n512,9,0.0020,2.600000,128273.47,29120.261169,35113.574252,30252.345545,33787.284778
n513,9,0.0020,2.600000,126384.27,34293.092929,33092.578035,30388.436378,28610.163938
n514,9,0.0020,2.600000,126511.15,23806.121203,36062.206639,32075.461382,34567.356856
n515,9,0.0020,2.600000,122951.42,26244.314835,26604.927517,35928.668168,34173.504939
n516,9,0.0020,2.600000,124726.27,26368.521801,30637.083133,32063.812285,35656.852971
n517,9,0.0020,2.600000,115275.99,23738.845249,26838.377562,30130.243788,34568.524250
n518,9,0.0020,2.600000,116736.56,23393.993972,26309.894313,35696.640982,31336.033439
n519,9,0.0020,2.600000,135678.77,25367.411178,32100.217923,41217.279295,36993.863002
n520,9,0.0020,2.600000,131509.06,40504.950764,30378.960590,27426.712577,33198.431172
n521,9,0.0020,2.600000,144548.20,28977.137616,38914.708267,37650.195639,39006.162998
n522,9,0.0020,2.600000,149838.55,24033.224267,27178.423062,45007.679361,53619.223558
n523,9,0.0020,2.600000,145391.74,25581.079820,30000.103195,42824.419454,46986.136025
n524,9,0.0020,2.600000,151924.44,41163.789174,45459.174453,31201.032483,34100.447950
n525,9,0.0020,2.600000,147445.01,29995.729402,33216.203866,37471.998496,46761.079916
n526,9,0.0020,2.600000,154349.35,23305.680555,52879.482525,32973.990615,45190.200816
n527,9,0.0020,2.600000,131455.05,30267.321927,36193.350730,29309.466208,35684.913177
n528,9,0.0020,2.600000,125801.40,24151.723507,28879.005715,33243.747834,39526.925071
n529,9,0.0020,2.600000,131906.45,23463.261396,34096.696901,33486.038249,40860.455070
n530,9,0.0020,2.600000,132979.13,40864.145903,24866.712584,30739.496003,36508.775461
n531,9,0.0020,2.600000,132245.88,30114.798128,28009.654283,33538.283340,40583.145982
n532,9,0.0020,2.600000,144505.07,30941.890682,27025.421677,44230.805389,42306.954370
n533,9,0.0020,2.600000,129697.06,28140.210701,28450.719308,34867.975241,38238.155668
n534,9,0.0020,2.600000,123082.44,35012.650817,27772.484886,28576.056786,31721.249125
n535,9,0.0020,2.600000,128245.89,30262.190332,31675.063922,34984.333358,31324.298715
n536,9,0.0020,2.600000,117834.10,26801.932855,26892.706195,32317.216805,31822.244294
n537,9,0.0020,2.600000,131478.49,26395.678319,30509.742780,38241.527453,36331.542166
n538,9,0.0020,2.600000,124984.20,30555.979977,24453.645383,37129.640459,32844.931776
n539,9,0.0020,2.600000,131666.78,26792.504590,36676.363281,34673.282919,33524.634094
n540,9,0.0020,2.600000,124633.02,32612.252122,35858.462503,27803.051737,28359.255711
n541,9,0.0020,2.600000,136235.73,22526.082312,22430.575251,42012.078156,49266.993708
n542,9,0.0020,2.600000,125691.90,25830.327961,26164.533673,37249.836535,36447.199190
n543,9,0.0020,2.600000,121976.19,27304.951150,34803.585614,29380.040839,30487.614775
n544,9,0.0020,2.600000,134699.14,24843.873077,27297.306866,41014.065237,41543.899388
n545,9,0.0020,2.600000,110170.82,30279.289781,23355.567597,28595.439255,27940.521036
n546,9,0.0020,2.600000,103070.02,22001.488587,27492.948644,27739.224519,25836.358120
n547,9,0.0020,2.600000,124384.35,34852.182827,27788.515817,30409.844428,31333.803213
n548,9,0.0020,2.600000,122724.56,24127.712361,32404.212660,30769.904284,35422.727947
n549,9,0.0020,2.600000,130408.71,26783.785416,29778.396000,36299.725452,37546.800083
n550,9,0.0020,2.600000,143110.76,26696.111292,27800.826190,40704.230798,47909.591719
n551,9,0.0020,2.600000,164812.53,48916.850862,29625.694595,39255.213592,47014.769528
n552,9,0.0020,2.600000,170687.70,34233.462735,33492.526547,46072.003741,56889.708871
n553,9,0.0020,2.600000,163206.84,37815.354012,47539.831666,37174.321876,40677.329988
n554,9,0.0020,2.600000,170076.71,47452.705088,52030.571246,32031.138914,38562.299157
n555,9,0.0020,2.600000,149951.33,48104.713642,30331.751875,30699.575558,40815.284609
n556,9,0.0020,2.600000,165391.58,24877.890990,38052.326893,43768.591076,58692.767760
n557,9,0.0020,2.600000,149548.71,54276.146543,29735.948838,25789.368410,39747.246071
n558,9,0.0020,2.600000,164282.78,35408.704031,35724.230105,49964.126037,43185.723668
n559,9,0.0020,2.600000,163291.55,30351.428549,26274.506801,53273.044544,53392.573148
n560,9,0.0020,2.600000,149323.77,32055.372757,41471.815797,42062.209354,33734.369873
n561,9,0.0020,2.600000,145518.82,35264.510146,30234.374079,36303.776661,43716.155307
n562,9,0.0020,2.600000,154704.81,38630.081298,24026.366562,41549.952365,50498.410846
n563,9,0.0020,2.600000,146784.16,44960.774194,36791.865477,32190.491270,32841.032317
n564,9,0.0020,2.600000,131695.69,29442.080443,33893.988461,33245.258829,35114.365366
n565,9,0.0020,2.600000,155613.50,24257.861850,34721.530391,50962.278641,45671.825008
n566,9,0.0020,2.600000,159062.14,32096.852840,43478.364018,40732.721160,42754.199290
n567,9,0.0020,2.600000,137098.91,37363.482939,26341.123581,38796.820450,34597.479471
n568,9,0.0020,2.600000,121805.06,23775.862139,32824.218492,30140.733093,35064.241529
n569,9,0.0020,2.600000,101744.00,24619.683694,28461.074015,23327.623701,25335.622862
n570,9,0.0020,2.600000,120217.67,32458.844079,24409.045650,30635.295331,32714.483063
n571,9,0.0020,2.600000,151897.35,25495.279418,38653.277266,42432.591707,45316.204025
n572,9,0.0020,2.600000,160187.39,36872.108163,32830.302216,38704.632766,51780.349579
n573,9,0.0020,2.600000,144145.54,25463.827457,31558.922786,46666.948702,40455.841476
n574,9,0.0020,2.600000,145086.36,51751.858707,31710.530680,30806.335564,30817.638847
n575,9,0.0020,2.600000,162726.06,39933.405914,50138.702212,33605.141694,39048.807122
n576,9,0.0020,2.600000,160399.71,23688.271302,46271.538622,39676.580251,50763.318979
n577,9,0.0020,2.600000,142678.37,45799.459890,38339.577489,27761.648302,30777.682156
n578,9,0.0020,2.600000,132148.86,35987.467628,39202.540426,29588.105955,27370.743575
n579,9,0.0020,2.600000,159719.70,23086.644465,44335.360410,41166.168073,51131.523673
n580,9,0.0020,2.600000,159919.61,26496.165762,38708.502949,42677.332856,52037.607972
n581,9,0.0020,2.600000,138901.01,43732.384388,31513.148471,33373.317916,30282.155557
n582,9,0.0020,2.600000,145985.17,26418.341523,32617.062471,45731.295110,41218.466579
n583,9,0.0020,2.600000,196781.88,42800.217339,28561.733189,73739.554407,51680.377577
n584,9,0.0020,2.600000,174646.84,61435.640337,34882.164426,33430.352121,44898.685643
n585,9,0.0020,2.600000,194007.80,32997.537185,30151.101750,62421.451201,68437.714215
n586,9,0.0020,2.600000,189456.59,25700.035620,43273.213357,50054.771942,70428.571261
n587,9,0.0020,2.600000,178041.00,28149.369655,54475.451535,41487.141008,53929.039108
n588,9,0.0020,2.600000,186976.29,22792.348968,62382.276704,54682.473324,47119.193051
n589,9,0.0020,2.600000,193097.61,50318.103304,31945.536503,44602.011566,66231.958588
n590,9,0.0020,2.600000,180148.89,35616.252091,40374.444155,43413.427855,60744.769240
n591,9,0.0020,2.600000,183046.77,47339.434170,33684.003869,51109.568616,50913.766244
n592,9,0.0020,2.600000,206901.59,52689.944613,54301.538112,46207.388711,53702.717184
n593,9,0.0020,2.600000,180380.80,64296.509659,34634.917688,39333.799192,42115.577942
n594,9,0.0020,2.600000,180208.99,27795.725308,46650.684620,50118.080082,55644.498844
n595,9,0.0020,2.600000,179869.34,62818.196304,46860.945206,34066.158863,36124.040325
n596,9,0.0020,2.600000,188716.58,67425.504740,31562.243528,49015.452414,40713.375767
n597,9,0.0020,2.600000,207073.15,51055.562832,35878.140783,65263.094091,54876.349961
n598,9,0.0020,2.600000,192551.28,25459.239831,47769.218324,67556.525829,51766.293641
n599,9,0.0020,2.600000,138870.15,24114.460473,42444.455121,39757.791913,32553.442118
n600,9,0.0020,2.600000,139115.87,30404.336617,30173.081295,37768.151469,40770.299138
n601,9,0.0020,2.600000,134734.83,44108.466601,34430.905580,28525.391880,27670.069903
n602,9,0.0020,2.600000,142965.37,28227.482329,29126.639583,41478.179686,44133.072073
n603,9,0.0020,2.600000,144569.83,28529.856541,45861.110225,34101.689994,36077.171546
n604,9,0.0020,2.600000,170922.26,27153.750723,40708.860693,41397.097793,61662.552673
n605,9,0.0020,2.600000,190645.49,34412.830276,37989.701654,51814.702449,66428.256630
n606,9,0.0020,2.600000,167641.48,57730.327687,30833.621077,40011.290188,39066.245133
n607,9,0.0020,2.600000,143014.61,34426.954816,35829.501129,30975.381661,41782.769335
n608,9,0.0020,2.600000,143694.23,28937.220557,25891.825671,48480.197613,40384.985118
n609,9,0.0020,2.600000,147587.86,26745.884412,27337.377687,42753.307873,50751.287781
n610,9,0.0020,2.600000,133989.29,41235.718945,34296.923691,25843.811198,32612.831592
n611,9,0.0020,2.600000,133535.69,21637.461973,25364.464205,38091.920264,48441.845354
n612,9,0.0020,2.600000,121907.72,29465.996185,35056.247086,29939.901979,27445.578238
n613,9,0.0020,2.600000,119966.79,33165.062100,26222.950357,30302.764262,30276.012717
n614,9,0.0020,2.600000,133892.86,24288.686427,31174.521192,38956.433329,39473.222258
n615,9,0.0020,2.600000,130280.43,24689.444922,30045.702766,34946.431296,40598.850588
n616,9,0.0020,2.600000,117397.78,31345.681659,26409.318517,29509.627533,30133.151270
n617,9,0.0020,2.600000,128536.67,30776.891232,30664.841660,36280.093025,30814.848093
n618,9,0.0020,2.600000,144993.59,24997.821597,43290.485676,38177.172975,38528.111876
n619,9,0.0020,2.600000,111819.56,22933.642411,31630.687990,27826.113812,29429.112101
n620,9,0.0020,2.600000,135988.06,38022.868531,28579.498033,31942.042774,37443.647552
n621,9,0.0020,2.600000,122117.25,30265.896112,28349.227032,27433.797200,36068.332926
n622,9,0.0020,2.600000,115888.91,29557.072220,28774.456123,26313.725358,31243.657359
n623,9,0.0020,2.600000,190179.80,35654.992495,48479.432307,49532.176316,56513.197933
n624,9,0.0020,2.600000,184858.75,28962.184604,71649.222486,47656.961009,36590.384709
n625,9,0.0020,2.600000,180573.27,32497.916450,40437.621449,50294.036356,57343.699743
n626,9,0.0020,2.600000,182475.63,53546.460854,25520.880727,50224.490527,53183.800729
n627,9,0.0020,2.600000,177116.88,28213.522164,42523.186196,48228.529876,58151.645424
n628,9,0.0020,2.600000,172623.07,36211.277154,30524.582386,47285.575825,58601.633894
n629,9,0.0020,2.600000,169385.91,57895.469657,27393.633408,41270.102876,42826.708131
n630,9,0.0020,2.600000,170842.36,56824.372234,28344.244538,41631.057260,44042.690673
n631,9,0.0020,2.600000,178196.56,41161.843137,32007.582839,48015.777258,57011.357810
